3
D4 E-4 F4 BAR ||| E-4 ||| 0.249999999875
G4 G4 G4 ||| <UNK> ||| 9.9999999976e-12
BAR F#4 G4 F#4 ||| E4 ||| 0.666666666167
BAR F#4 G4 F#4 ||| A4 ||| 0.3333333331
BAR F#4 G4 F#4 ||| <UNK> ||| 3.33333333067e-11
R C5 BAR B4 ||| C#5 ||| 0.49999999945
R C5 BAR B4 ||| C5 ||| 0.49999999945
R C5 BAR B4 ||| <UNK> ||| 4.999999994e-11
A3 BAR B3 C4 ||| A3 ||| 0.3333333331
A3 BAR B3 C4 ||| <UNK> ||| 3.33333333067e-11
A3 BAR B3 C4 ||| D4 ||| 0.3333333331
A3 BAR B3 C4 ||| C4 ||| 0.3333333331
D#4 BAR D#4 D4 ||| A#3 ||| 0.49999999945
D#4 BAR D#4 D4 ||| D#4 ||| 0.49999999945
D#4 BAR D#4 D4 ||| <UNK> ||| 4.999999994e-11
C5 B4 BAR C5 ||| G4 ||| 0.176470588216
C5 B4 BAR C5 ||| B4 ||| 0.294117647023
C5 B4 BAR C5 ||| R ||| 0.176470588216
C5 B4 BAR C5 ||| A4 ||| 0.0588235294093
C5 B4 BAR C5 ||| B-4 ||| 0.0588235294093
C5 B4 BAR C5 ||| E4 ||| 0.0588235294093
C5 B4 BAR C5 ||| D5 ||| 0.0588235294093
C5 B4 BAR C5 ||| C5 ||| 0.117647058813
C5 B4 BAR C5 ||| <UNK> ||| 5.88235294035e-12
BAR C4 B3 E4 BAR ||| E4 ||| 0.49999999945
BAR C4 B3 E4 BAR ||| D4 ||| 0.49999999945
BAR C4 B3 E4 BAR ||| <UNK> ||| 4.999999994e-11
C5 B4 BAR B4 ||| A4 ||| 0.666666666417
C5 B4 BAR B4 ||| C5 ||| 0.333333333217
C5 B4 BAR B4 ||| <UNK> ||| 1.666666666e-11
BAR R B4 C5 ||| D5 ||| 0.49999999945
BAR R B4 C5 ||| B-4 ||| 0.49999999945
BAR R B4 C5 ||| <UNK> ||| 4.999999994e-11
B-4 B-4 A4 BAR ||| G4 ||| 0.199999999962
B-4 B-4 A4 BAR ||| R ||| 0.099999999986
B-4 B-4 A4 BAR ||| B-4 ||| 0.699999999842
B-4 B-4 A4 BAR ||| <UNK> ||| 9.9999999976e-12
D4 G4 G4 ||| F4 ||| 0.49999999945
D4 G4 G4 ||| F#4 ||| 0.49999999945
D4 G4 G4 ||| <UNK> ||| 4.999999994e-11
BAR A3 G3 F3 BAR ||| A3 ||| 0.49999999945
BAR A3 G3 F3 BAR ||| D4 ||| 0.49999999945
BAR A3 G3 F3 BAR ||| <UNK> ||| 4.999999994e-11
G4 E4 F4 ||| <UNK> ||| 1.42857142808e-11
G4 E4 F4 ||| E4 ||| 0.142857142822
G4 E4 F4 ||| G4 ||| 0.285714285631
G4 E4 F4 ||| F4 ||| 0.428571428439
G4 E4 F4 ||| B3 ||| 0.142857142822
BAR D4 C4 C4 ||| B-3 ||| 0.083333333325
BAR D4 C4 C4 ||| D4 ||| 0.083333333325
BAR D4 C4 C4 ||| <UNK> ||| 8.33333333167e-12
BAR D4 C4 C4 ||| B3 ||| 0.833333333175
B-4 A4 C5 BAR ||| B4 ||| 0.49999999945
B-4 A4 C5 BAR ||| C5 ||| 0.49999999945
B-4 A4 C5 BAR ||| <UNK> ||| 4.999999994e-11
F4 G4 F4 ||| G4 ||| 0.363636363566
F4 G4 F4 ||| F4 ||| 0.0909090908983
F4 G4 F4 ||| E-4 ||| 0.0909090908983
F4 G4 F4 ||| END ||| 0.0909090908983
F4 G4 F4 ||| A4 ||| 0.272727272677
F4 G4 F4 ||| E4 ||| 0.0909090908983
F4 G4 F4 ||| <UNK> ||| 9.09090908893e-12
E5 D5 E5 ||| E5 ||| 0.49999999945
E5 D5 E5 ||| R ||| 0.49999999945
E5 D5 E5 ||| <UNK> ||| 4.999999994e-11
G4 F4 BAR E4 ||| G4 ||| 0.124999999992
G4 F4 BAR E4 ||| F#4 ||| 0.0416666666667
G4 F4 BAR E4 ||| END ||| 0.124999999992
G4 F4 BAR E4 ||| A4 ||| 0.124999999992
G4 F4 BAR E4 ||| E4 ||| 0.0416666666667
G4 F4 BAR E4 ||| E5 ||| 0.0416666666667
G4 F4 BAR E4 ||| F4 ||| 0.166666666654
G4 F4 BAR E4 ||| D4 ||| 0.208333333317
G4 F4 BAR E4 ||| <UNK> ||| 4.16666666625e-12
G4 F4 BAR E4 ||| C4 ||| 0.124999999992
B-3 B-3 BAR B-3 ||| B-3 ||| 0.666666666167
B-3 B-3 BAR B-3 ||| R ||| 0.3333333331
B-3 B-3 BAR B-3 ||| <UNK> ||| 3.33333333067e-11
A-4 G4 F4 ||| <UNK> ||| 1.666666666e-11
A-4 G4 F4 ||| E-4 ||| 0.499999999817
A-4 G4 F4 ||| G4 ||| 0.333333333217
A-4 G4 F4 ||| E4 ||| 0.166666666617
C4 B3 BAR E4 ||| E4 ||| 0.49999999945
C4 B3 BAR E4 ||| D4 ||| 0.49999999945
C4 B3 BAR E4 ||| <UNK> ||| 4.999999994e-11
BAR E4 C4 BAR C4 ||| D4 ||| 0.199999999924
BAR E4 C4 BAR C4 ||| <UNK> ||| 1.99999999904e-11
BAR E4 C4 BAR C4 ||| B3 ||| 0.799999999636
B4 A4 G#4 ||| E4 ||| 0.199999999924
B4 A4 G#4 ||| A4 ||| 0.799999999636
B4 A4 G#4 ||| <UNK> ||| 1.99999999904e-11
C#5 A4 BAR A4 ||| B4 ||| 0.49999999945
C#5 A4 BAR A4 ||| C5 ||| 0.49999999945
C#5 A4 BAR A4 ||| <UNK> ||| 4.999999994e-11
BAR E4 ||| E4 ||| 0.230769230734
BAR E4 ||| D4 ||| 0.153846153825
BAR E4 ||| <UNK> ||| 7.69230769089e-12
BAR E4 ||| F4 ||| 0.461538461461
BAR E4 ||| C4 ||| 0.153846153825
F4 E4 G4 BAR ||| <UNK> ||| 1.666666666e-11
F4 E4 G4 BAR ||| G4 ||| 0.333333333217
F4 E4 G4 BAR ||| A-4 ||| 0.333333333217
F4 E4 G4 BAR ||| C5 ||| 0.166666666617
F4 E4 G4 BAR ||| A4 ||| 0.166666666617
G4 G4 E4 ||| F#4 ||| 0.49999999945
G4 G4 E4 ||| A4 ||| 0.49999999945
G4 G4 E4 ||| <UNK> ||| 4.999999994e-11
G4 BAR G4 F#4 BAR ||| D4 ||| 0.666666666417
G4 BAR G4 F#4 BAR ||| G4 ||| 0.333333333217
G4 BAR G4 F#4 BAR ||| <UNK> ||| 1.666666666e-11
BAR A4 A4 G4 ||| G4 ||| 0.272727272677
BAR A4 A4 G4 ||| END ||| 0.0909090908983
BAR A4 A4 G4 ||| F4 ||| 0.181818181788
BAR A4 A4 G4 ||| A4 ||| 0.0909090908983
BAR A4 A4 G4 ||| B-4 ||| 0.0909090908983
BAR A4 A4 G4 ||| F#4 ||| 0.181818181788
BAR A4 A4 G4 ||| D4 ||| 0.0909090908983
BAR A4 A4 G4 ||| <UNK> ||| 9.09090908893e-12
G4 F4 BAR E-4 ||| E-4 ||| 0.3333333331
G4 F4 BAR E-4 ||| R ||| 0.3333333331
G4 F4 BAR E-4 ||| B-4 ||| 0.3333333331
G4 F4 BAR E-4 ||| <UNK> ||| 3.33333333067e-11
B3 BAR C4 B3 BAR ||| <UNK> ||| 3.33333333067e-11
B3 BAR C4 B3 BAR ||| B3 ||| 0.666666666167
B3 BAR C4 B3 BAR ||| C4 ||| 0.3333333331
BAR A4 G#4 A4 ||| B4 ||| 0.083333333325
BAR A4 G#4 A4 ||| A4 ||| 0.833333333175
BAR A4 G#4 A4 ||| C5 ||| 0.083333333325
BAR A4 G#4 A4 ||| <UNK> ||| 8.33333333167e-12
BAR B-4 A4 G4 ||| G4 ||| 0.0666666666627
BAR B-4 A4 G4 ||| F4 ||| 0.199999999975
BAR B-4 A4 G4 ||| A4 ||| 0.733333333223
BAR B-4 A4 G4 ||| <UNK> ||| 6.6666666656e-12
E4 F#4 G4 ||| E4 ||| 0.142857142822
E4 F#4 G4 ||| G4 ||| 0.428571428439
E4 F#4 G4 ||| F4 ||| 0.142857142822
E4 F#4 G4 ||| A4 ||| 0.285714285631
E4 F#4 G4 ||| <UNK> ||| 1.42857142808e-11
E4 BAR D4 G4 ||| F4 ||| 0.249999999875
E4 BAR D4 G4 ||| F#4 ||| 0.249999999875
E4 BAR D4 G4 ||| A4 ||| 0.499999999725
E4 BAR D4 G4 ||| <UNK> ||| 2.4999999985e-11
D5 B4 BAR C5 ||| B4 ||| 0.49999999945
D5 B4 BAR C5 ||| D5 ||| 0.49999999945
D5 B4 BAR C5 ||| <UNK> ||| 4.999999994e-11
B4 BAR C5 R ||| R ||| 0.333333333217
B4 BAR C5 R ||| C5 ||| 0.666666666417
B4 BAR C5 R ||| <UNK> ||| 1.666666666e-11
B3 C4 A3 BAR ||| D4 ||| 0.666666666167
B3 C4 A3 BAR ||| G3 ||| 0.3333333331
B3 C4 A3 BAR ||| <UNK> ||| 3.33333333067e-11
A4 B4 A4 BAR ||| <UNK> ||| 1.42857142808e-11
A4 B4 A4 BAR ||| G4 ||| 0.428571428439
A4 B4 A4 BAR ||| A4 ||| 0.285714285631
A4 B4 A4 BAR ||| C5 ||| 0.142857142822
A4 B4 A4 BAR ||| G#4 ||| 0.142857142822
A-4 BAR G4 F4 ||| E4 ||| 0.49999999945
A-4 BAR G4 F4 ||| <UNK> ||| 4.999999994e-11
A-4 BAR G4 F4 ||| E-4 ||| 0.49999999945
G4 F4 G4 BAR ||| G4 ||| 0.222222222174
G4 F4 G4 BAR ||| F4 ||| 0.111111111093
G4 F4 G4 BAR ||| A4 ||| 0.6666666665
G4 F4 G4 BAR ||| <UNK> ||| 1.11111111081e-11
F4 E4 BAR F4 ||| D4 ||| 0.249999999875
F4 E4 BAR F4 ||| <UNK> ||| 2.4999999985e-11
F4 E4 BAR F4 ||| F4 ||| 0.249999999875
F4 E4 BAR F4 ||| B-4 ||| 0.249999999875
F4 E4 BAR F4 ||| C4 ||| 0.249999999875
B4 C5 D5 ||| E5 ||| 0.529411764637
B4 C5 D5 ||| B4 ||| 0.176470588216
B4 C5 D5 ||| G4 ||| 0.176470588216
B4 C5 D5 ||| C5 ||| 0.117647058813
B4 C5 D5 ||| <UNK> ||| 5.88235294035e-12
D4 E-4 D4 BAR ||| E-4 ||| 0.399999999828
D4 E-4 D4 BAR ||| <UNK> ||| 1.99999999904e-11
D4 E-4 D4 BAR ||| B-3 ||| 0.599999999732
E4 E4 D4 BAR ||| C#4 ||| 0.0769230769166
E4 E4 D4 BAR ||| B3 ||| 0.0769230769166
E4 E4 D4 BAR ||| E4 ||| 0.230769230734
E4 E4 D4 BAR ||| D4 ||| 0.153846153825
E4 E4 D4 BAR ||| C4 ||| 0.461538461461
E4 E4 D4 BAR ||| <UNK> ||| 7.69230769089e-12
C4 D4 C4 ||| D4 ||| 0.166666666617
C4 D4 C4 ||| <UNK> ||| 1.666666666e-11
C4 D4 C4 ||| B3 ||| 0.833333333017
BAR A4 B4 G4 ||| G4 ||| 0.499999999725
BAR A4 B4 G4 ||| A4 ||| 0.499999999725
BAR A4 B4 G4 ||| <UNK> ||| 2.4999999985e-11
BAR G4 G4 G4 BAR ||| F#4 ||| 0.0624999999969
BAR G4 G4 G4 BAR ||| G4 ||| 0.749999999894
BAR G4 G4 G4 BAR ||| F4 ||| 0.0624999999969
BAR G4 G4 G4 BAR ||| C5 ||| 0.124999999987
BAR G4 G4 G4 BAR ||| <UNK> ||| 6.24999999906e-12
BAR C5 G4 G4 ||| G4 ||| 0.333333333256
BAR C5 G4 G4 ||| F4 ||| 0.222222222174
BAR C5 G4 G4 ||| A4 ||| 0.222222222174
BAR C5 G4 G4 ||| END ||| 0.111111111093
BAR C5 G4 G4 ||| C5 ||| 0.111111111093
BAR C5 G4 G4 ||| <UNK> ||| 1.11111111081e-11
E4 D4 C4 BAR ||| <UNK> ||| 3.99999999962e-12
E4 D4 C4 BAR ||| D4 ||| 0.119999999992
E4 D4 C4 BAR ||| B3 ||| 0.399999999966
E4 D4 C4 BAR ||| C4 ||| 0.479999999958
BAR D4 BAR D4 ||| D4 ||| 0.49999999945
BAR D4 BAR D4 ||| <UNK> ||| 4.999999994e-11
BAR D4 BAR D4 ||| C4 ||| 0.49999999945
F4 BAR E4 D4 ||| G4 ||| 0.181818181788
F4 BAR E4 D4 ||| C#4 ||| 0.0909090908983
F4 BAR E4 D4 ||| E4 ||| 0.181818181788
F4 BAR E4 D4 ||| D4 ||| 0.363636363566
F4 BAR E4 D4 ||| C4 ||| 0.181818181788
F4 BAR E4 D4 ||| <UNK> ||| 9.09090908893e-12
A3 B3 BAR C4 ||| <UNK> ||| 8.33333333167e-12
A3 B3 BAR C4 ||| D4 ||| 0.333333333275
A3 B3 BAR C4 ||| C4 ||| 0.166666666642
A3 B3 BAR C4 ||| G3 ||| 0.166666666642
A3 B3 BAR C4 ||| B3 ||| 0.333333333275
A4 A4 B4 ||| C#5 ||| 0.124999999975
A4 A4 B4 ||| C5 ||| 0.87499999975
A4 A4 B4 ||| <UNK> ||| 1.24999999962e-11
F#4 BAR D4 D4 BAR ||| <UNK> ||| 1.99999999904e-11
F#4 BAR D4 D4 BAR ||| E4 ||| 0.199999999924
F#4 BAR D4 D4 BAR ||| G4 ||| 0.199999999924
F#4 BAR D4 D4 BAR ||| C4 ||| 0.599999999732
C4 F4 F4 ||| E-4 ||| 0.749999999787
C4 F4 F4 ||| <UNK> ||| 1.24999999962e-11
C4 F4 F4 ||| E4 ||| 0.249999999937
BAR E4 BAR C4 ||| E4 ||| 0.3333333331
BAR E4 BAR C4 ||| <UNK> ||| 3.33333333067e-11
BAR E4 BAR C4 ||| B3 ||| 0.666666666167
A4 A4 G#4 BAR ||| E4 ||| 0.199999999924
A4 A4 G#4 BAR ||| R ||| 0.199999999924
A4 A4 G#4 BAR ||| A4 ||| 0.599999999732
A4 A4 G#4 BAR ||| <UNK> ||| 1.99999999904e-11
E4 D4 BAR C4 ||| F4 ||| 0.095238095232
E4 D4 BAR C4 ||| R ||| 0.142857142846
E4 D4 BAR C4 ||| END ||| 0.0476190476184
E4 D4 BAR C4 ||| B3 ||| 0.190476190459
E4 D4 BAR C4 ||| E4 ||| 0.0476190476184
E4 D4 BAR C4 ||| D4 ||| 0.3333333333
E4 D4 BAR C4 ||| <UNK> ||| 4.76190476136e-12
E4 D4 BAR C4 ||| C4 ||| 0.142857142846
B3 BAR A3 A3 ||| G#3 ||| 0.3333333331
B3 BAR A3 A3 ||| <UNK> ||| 3.33333333067e-11
B3 BAR A3 A3 ||| B3 ||| 0.666666666167
BAR C5 C5 BAR B4 ||| B4 ||| 0.49999999945
BAR C5 C5 BAR B4 ||| C5 ||| 0.49999999945
BAR C5 C5 BAR B4 ||| <UNK> ||| 4.999999994e-11
D4 D4 BAR R ||| <UNK> ||| 2.4999999985e-11
D4 D4 BAR R ||| E4 ||| 0.499999999725
D4 D4 BAR R ||| R ||| 0.249999999875
D4 D4 BAR R ||| B3 ||| 0.249999999875
C4 D4 C4 BAR ||| <UNK> ||| 3.33333333067e-11
C4 D4 C4 BAR ||| B3 ||| 0.666666666167
C4 D4 C4 BAR ||| C4 ||| 0.3333333331
BAR C4 ||| <UNK> ||| 1.666666666e-11
BAR C4 ||| B-3 ||| 0.166666666617
BAR C4 ||| B3 ||| 0.333333333217
BAR C4 ||| C4 ||| 0.499999999817
F4 BAR F4 E-4 ||| D4 ||| 0.749999999575
F4 BAR F4 E-4 ||| F4 ||| 0.249999999875
F4 BAR F4 E-4 ||| <UNK> ||| 2.4999999985e-11
C4 BAR D4 E4 ||| F4 ||| 0.6666666665
C4 BAR D4 E4 ||| E4 ||| 0.111111111093
C4 BAR D4 E4 ||| D4 ||| 0.111111111093
C4 BAR D4 E4 ||| F#4 ||| 0.111111111093
C4 BAR D4 E4 ||| <UNK> ||| 1.11111111081e-11
A4 BAR G4 G4 ||| G4 ||| 0.523809523754
A4 BAR G4 G4 ||| END ||| 0.095238095232
A4 BAR G4 G4 ||| A4 ||| 0.095238095232
A4 BAR G4 G4 ||| E4 ||| 0.095238095232
A4 BAR G4 G4 ||| C5 ||| 0.190476190459
A4 BAR G4 G4 ||| <UNK> ||| 4.76190476136e-12
D4 D4 D4 BAR ||| E4 ||| 0.666666666167
D4 D4 D4 BAR ||| D4 ||| 0.3333333331
D4 D4 D4 BAR ||| <UNK> ||| 3.33333333067e-11
G4 F4 BAR A4 ||| G4 ||| 0.49999999945
G4 F4 BAR A4 ||| C5 ||| 0.49999999945
G4 F4 BAR A4 ||| <UNK> ||| 4.999999994e-11
BAR D4 D4 E4 ||| F4 ||| 0.166666666617
BAR D4 D4 E4 ||| E4 ||| 0.166666666617
BAR D4 D4 E4 ||| D4 ||| 0.499999999817
BAR D4 D4 E4 ||| F#4 ||| 0.166666666617
BAR D4 D4 E4 ||| <UNK> ||| 1.666666666e-11
BAR G4 G4 ||| G4 ||| 0.615384615279
BAR G4 G4 ||| F4 ||| 0.0769230769166
BAR G4 G4 ||| A4 ||| 0.0769230769166
BAR G4 G4 ||| C5 ||| 0.230769230734
BAR G4 G4 ||| <UNK> ||| 7.69230769089e-12
C4 B3 A3 ||| <UNK> ||| 7.69230769089e-12
C4 B3 A3 ||| G3 ||| 0.307692307643
C4 B3 A3 ||| B3 ||| 0.692307692188
BAR E4 D4 C#4 ||| E4 ||| 0.199999999924
BAR E4 D4 C#4 ||| D#4 ||| 0.199999999924
BAR E4 D4 C#4 ||| <UNK> ||| 1.99999999904e-11
BAR E4 D4 C#4 ||| D4 ||| 0.199999999924
BAR E4 D4 C#4 ||| C4 ||| 0.399999999828
G4 BAR G4 F4 BAR ||| E4 ||| 0.49999999945
G4 BAR G4 F4 BAR ||| D5 ||| 0.49999999945
G4 BAR G4 F4 BAR ||| <UNK> ||| 4.999999994e-11
A4 D5 C5 BAR ||| B4 ||| 0.49999999945
A4 D5 C5 BAR ||| C5 ||| 0.49999999945
A4 D5 C5 BAR ||| <UNK> ||| 4.999999994e-11
C4 BAR B3 C4 BAR ||| B-3 ||| 0.3333333331
C4 BAR B3 C4 BAR ||| D4 ||| 0.3333333331
C4 BAR B3 C4 BAR ||| <UNK> ||| 3.33333333067e-11
C4 BAR B3 C4 BAR ||| B3 ||| 0.3333333331
D4 C4 C4 ||| D4 ||| 0.299999999938
D4 C4 C4 ||| <UNK> ||| 9.9999999976e-12
D4 C4 C4 ||| F4 ||| 0.099999999986
D4 C4 C4 ||| B3 ||| 0.599999999866
BAR D5 C5 D5 ||| B4 ||| 0.49999999945
BAR D5 C5 D5 ||| A4 ||| 0.49999999945
BAR D5 C5 D5 ||| <UNK> ||| 4.999999994e-11
F4 BAR F4 E4 ||| E4 ||| 0.14285714284
F4 BAR F4 E4 ||| D4 ||| 0.499999999921
F4 BAR F4 E4 ||| R ||| 0.0714285714235
F4 BAR F4 E4 ||| F4 ||| 0.285714285672
F4 BAR F4 E4 ||| <UNK> ||| 7.14285714163e-12
BAR F4 G4 G4 ||| E4 ||| 0.111111111093
BAR F4 G4 G4 ||| G4 ||| 0.222222222174
BAR F4 G4 G4 ||| F4 ||| 0.222222222174
BAR F4 G4 G4 ||| A4 ||| 0.444444444337
BAR F4 G4 G4 ||| <UNK> ||| 1.11111111081e-11
D4 E4 F4 ||| <UNK> ||| 7.14285714163e-12
D4 E4 F4 ||| E4 ||| 0.285714285672
D4 E4 F4 ||| D4 ||| 0.0714285714235
D4 E4 F4 ||| G4 ||| 0.571428571338
D4 E4 F4 ||| C4 ||| 0.0714285714235
BAR A4 A4 BAR A4 ||| G4 ||| 0.749999999575
BAR A4 A4 BAR A4 ||| G#4 ||| 0.249999999875
BAR A4 A4 BAR A4 ||| <UNK> ||| 2.4999999985e-11
B-4 A4 BAR B-4 ||| A4 ||| 0.87499999975
B-4 A4 BAR B-4 ||| B-4 ||| 0.124999999975
B-4 A4 BAR B-4 ||| <UNK> ||| 1.24999999962e-11
A3 BAR A3 G3 ||| A3 ||| 0.3333333331
A3 BAR A3 G3 ||| F3 ||| 0.666666666167
A3 BAR A3 G3 ||| <UNK> ||| 3.33333333067e-11
G4 C5 B4 BAR ||| G4 ||| 0.499999999725
G4 C5 B4 BAR ||| A4 ||| 0.249999999875
G4 C5 B4 BAR ||| C5 ||| 0.249999999875
G4 C5 B4 BAR ||| <UNK> ||| 2.4999999985e-11
BAR D4 E4 E4 BAR ||| <UNK> ||| 4.999999994e-11
BAR D4 E4 E4 BAR ||| F4 ||| 0.49999999945
BAR D4 E4 E4 BAR ||| C4 ||| 0.49999999945
BAR G4 F4 F4 ||| E4 ||| 0.799999999818
BAR G4 F4 F4 ||| G4 ||| 0.199999999962
BAR G4 F4 F4 ||| <UNK> ||| 9.9999999976e-12
BAR E4 BAR G4 ||| F4 ||| 0.166666666617
BAR E4 BAR G4 ||| G4 ||| 0.499999999817
BAR E4 BAR G4 ||| F#4 ||| 0.166666666617
BAR E4 BAR G4 ||| A4 ||| 0.166666666617
BAR E4 BAR G4 ||| <UNK> ||| 1.666666666e-11
A4 B4 C5 BAR ||| B4 ||| 0.137931034475
A4 B4 C5 BAR ||| <UNK> ||| 3.44827586178e-12
A4 B4 C5 BAR ||| G4 ||| 0.0344827586213
A4 B4 C5 BAR ||| C5 ||| 0.793103448214
A4 B4 C5 BAR ||| D5 ||| 0.0344827586213
BAR D4 F#4 G4 ||| D4 ||| 0.333333333217
BAR D4 F#4 G4 ||| G#4 ||| 0.666666666417
BAR D4 F#4 G4 ||| <UNK> ||| 1.666666666e-11
D4 D#4 BAR D#4 ||| D4 ||| 0.3333333331
D4 D#4 BAR D#4 ||| <UNK> ||| 3.33333333067e-11
D4 D#4 BAR D#4 ||| B#3 ||| 0.666666666167
E4 D4 D4 BAR ||| A4 ||| 0.099999999986
E4 D4 D4 BAR ||| B3 ||| 0.099999999986
E4 D4 D4 BAR ||| E4 ||| 0.299999999938
E4 D4 D4 BAR ||| D4 ||| 0.399999999914
E4 D4 D4 BAR ||| C4 ||| 0.099999999986
E4 D4 D4 BAR ||| <UNK> ||| 9.9999999976e-12
A4 B4 BAR A4 ||| G4 ||| 0.249999999958
A4 B4 BAR A4 ||| B4 ||| 0.249999999958
A4 B4 BAR A4 ||| R ||| 0.083333333325
A4 B4 BAR A4 ||| A4 ||| 0.166666666642
A4 B4 BAR A4 ||| B-4 ||| 0.166666666642
A4 B4 BAR A4 ||| C5 ||| 0.083333333325
A4 B4 BAR A4 ||| <UNK> ||| 8.33333333167e-12
B3 B3 BAR C4 ||| D4 ||| 0.399999999828
B3 B3 BAR C4 ||| <UNK> ||| 1.99999999904e-11
B3 B3 BAR C4 ||| C4 ||| 0.599999999732
A4 B-4 C5 ||| D5 ||| 0.49999999945
A4 B-4 C5 ||| B-4 ||| 0.49999999945
A4 B-4 C5 ||| <UNK> ||| 4.999999994e-11
BAR D5 C#5 D5 ||| C#5 ||| 0.49999999945
BAR D5 C#5 D5 ||| D5 ||| 0.49999999945
BAR D5 C#5 D5 ||| <UNK> ||| 4.999999994e-11
D4 BAR E4 D4 ||| <UNK> ||| 6.24999999906e-12
D4 BAR E4 D4 ||| E4 ||| 0.187499999978
D4 BAR E4 D4 ||| D4 ||| 0.437499999941
D4 BAR E4 D4 ||| C4 ||| 0.249999999969
D4 BAR E4 D4 ||| C#4 ||| 0.124999999987
B4 G4 G4 BAR ||| G4 ||| 0.624999999825
B4 G4 G4 BAR ||| A4 ||| 0.249999999937
B4 G4 G4 BAR ||| C5 ||| 0.124999999975
B4 G4 G4 BAR ||| <UNK> ||| 1.24999999962e-11
F4 F4 G4 BAR ||| G4 ||| 0.49999999945
F4 F4 G4 BAR ||| A4 ||| 0.49999999945
F4 F4 G4 BAR ||| <UNK> ||| 4.999999994e-11
G#4 BAR A4 A4 ||| B4 ||| 0.399999999828
G#4 BAR A4 A4 ||| A4 ||| 0.399999999828
G#4 BAR A4 A4 ||| B-4 ||| 0.199999999924
G#4 BAR A4 A4 ||| <UNK> ||| 1.99999999904e-11
F#4 BAR D4 R ||| E4 ||| 0.49999999945
F#4 BAR D4 R ||| G4 ||| 0.49999999945
F#4 BAR D4 R ||| <UNK> ||| 4.999999994e-11
BAR G4 A4 B4 ||| G4 ||| 0.0416666666667
BAR G4 A4 B4 ||| A4 ||| 0.229166666657
BAR G4 A4 B4 ||| C5 ||| 0.729166666632
BAR G4 A4 B4 ||| <UNK> ||| 2.08333333323e-12
B3 C4 C4 ||| B-3 ||| 0.0909090908983
B3 C4 C4 ||| D4 ||| 0.181818181788
B3 C4 C4 ||| <UNK> ||| 9.09090908893e-12
B3 C4 C4 ||| B3 ||| 0.727272727123
BAR R G4 ||| F4 ||| 0.49999999945
BAR R G4 ||| A4 ||| 0.49999999945
BAR R G4 ||| <UNK> ||| 4.999999994e-11
C4 C4 B3 BAR ||| A3 ||| 0.099999999993
C4 C4 B3 BAR ||| <UNK> ||| 4.9999999994e-12
C4 C4 B3 BAR ||| G3 ||| 0.699999999921
C4 C4 B3 BAR ||| C4 ||| 0.199999999981
B4 A4 G4 ||| G4 ||| 0.249999999979
B4 A4 G4 ||| F#4 ||| 0.208333333317
B4 A4 G4 ||| F4 ||| 0.0833333333292
B4 A4 G4 ||| A4 ||| 0.416666666629
B4 A4 G4 ||| E4 ||| 0.0416666666667
B4 A4 G4 ||| <UNK> ||| 4.16666666625e-12
D5 C5 B4 ||| E5 ||| 0.0624999999969
D5 C5 B4 ||| D5 ||| 0.0624999999969
D5 C5 B4 ||| A4 ||| 0.624999999912
D5 C5 B4 ||| C5 ||| 0.249999999969
D5 C5 B4 ||| <UNK> ||| 6.24999999906e-12
C4 D4 D4 BAR ||| E4 ||| 0.142857142822
C4 D4 D4 BAR ||| D4 ||| 0.428571428439
C4 D4 D4 BAR ||| <UNK> ||| 1.42857142808e-11
C4 D4 D4 BAR ||| C4 ||| 0.428571428439
BAR G4 A4 B-4 ||| C5 ||| 0.499999999931
BAR G4 A4 B-4 ||| A4 ||| 0.437499999941
BAR G4 A4 B-4 ||| B-4 ||| 0.0624999999969
BAR G4 A4 B-4 ||| <UNK> ||| 6.24999999906e-12
D4 D4 C4 BAR ||| <UNK> ||| 9.9999999976e-12
D4 D4 C4 BAR ||| D4 ||| 0.199999999962
D4 D4 C4 BAR ||| C4 ||| 0.399999999914
D4 D4 C4 BAR ||| B3 ||| 0.399999999914
BAR A4 G4 C5 ||| B4 ||| 0.3333333331
BAR A4 G4 C5 ||| D5 ||| 0.3333333331
BAR A4 G4 C5 ||| C5 ||| 0.3333333331
BAR A4 G4 C5 ||| <UNK> ||| 3.33333333067e-11
C#4 D4 E4 ||| C#4 ||| 0.49999999945
C#4 D4 E4 ||| A3 ||| 0.49999999945
C#4 D4 E4 ||| <UNK> ||| 4.999999994e-11
F4 E4 F#4 ||| <UNK> ||| 2.4999999985e-11
F4 E4 F#4 ||| G4 ||| 0.249999999875
F4 E4 F#4 ||| G#4 ||| 0.499999999725
F4 E4 F#4 ||| A4 ||| 0.249999999875
BAR C4 BAR C4 ||| D4 ||| 0.49999999945
BAR C4 BAR C4 ||| <UNK> ||| 4.999999994e-11
BAR C4 BAR C4 ||| C4 ||| 0.49999999945
G4 BAR C5 B4 ||| G4 ||| 0.49999999945
G4 BAR C5 B4 ||| A4 ||| 0.49999999945
G4 BAR C5 B4 ||| <UNK> ||| 4.999999994e-11
E4 E4 BAR E4 ||| D4 ||| 0.53846153837
E4 E4 BAR E4 ||| R ||| 0.230769230734
E4 E4 BAR E4 ||| F4 ||| 0.0769230769166
E4 E4 BAR E4 ||| A4 ||| 0.153846153825
E4 E4 BAR E4 ||| <UNK> ||| 7.69230769089e-12
A4 B-4 A4 ||| B4 ||| 0.124999999975
