3
F2 BAR E2 F2 ||| C2 ||| 0.333283341332
E3 A3 G3 BAR ||| F3 ||| 0.699967401565
E3 A3 G3 BAR ||| C4 ||| 0.0999962001824
BAR E3 C3 D3 ||| G3 ||| 0.285696123694
BAR E3 C3 D3 ||| G2 ||| 0.285696123694
BAR E3 C3 D3 ||| E3 ||| 0.428543471305
BAR E3 C3 D3 ||| <UNK> ||| 1.4284734761e-06
G3 A3 BAR G3 ||| F3 ||| 0.124993750375
G3 A3 BAR G3 ||| G3 ||| 0.249986250825
G3 A3 BAR G3 ||| A3 ||| 0.124993750375
G3 A3 BAR G3 ||| R ||| 0.124993750375
G3 A3 BAR G3 ||| B3 ||| 0.249986250825
G3 A3 BAR G3 ||| C3 ||| 0.124993750375
G3 A3 BAR G3 ||| <UNK> ||| 1.2499250045e-06
G3 A3 B-3 ||| <UNK> ||| 9.090512414e-07
G3 A3 B-3 ||| A3 ||| 0.363621405611
G3 A3 B-3 ||| F3 ||| 0.545431653891
G3 A3 B-3 ||| B3 ||| 0.0909060331913
E3 BAR D3 E3 ||| F#3 ||| 0.0769210059936
E3 BAR D3 E3 ||| D3 ||| 0.153841242785
E3 BAR D3 E3 ||| F3 ||| 0.769203137115
E3 BAR D3 E3 ||| <UNK> ||| 7.69202367913e-07
A-3 G3 F3 BAR ||| <UNK> ||| 1.4284734761e-06
A-3 G3 F3 BAR ||| F3 ||| 0.142848776084
A-3 G3 F3 BAR ||| G3 ||| 0.142848776084
A-3 G3 F3 BAR ||| E-3 ||| 0.571390818915
A-3 G3 F3 BAR ||| C4 ||| 0.142848776084
BAR C3 B2 A2 BAR ||| <UNK> ||| 9.99952002304e-07
BAR C3 B2 A2 BAR ||| G2 ||| 0.499977001104
BAR C3 B2 A2 BAR ||| B2 ||| 0.299986600643
BAR C3 B2 A2 BAR ||| D3 ||| 0.199991400413
E-3 D3 BAR C3 ||| F3 ||| 0.166655000933
E-3 D3 BAR C3 ||| G3 ||| 0.166655000933
E-3 D3 BAR C3 ||| G2 ||| 0.166655000933
E-3 D3 BAR C3 ||| B-2 ||| 0.333308335333
E-3 D3 BAR C3 ||| D3 ||| 0.166655000933
E-3 D3 BAR C3 ||| <UNK> ||| 1.666533344e-06
D3 E3 F3 ||| G3 ||| 0.703119882851
D3 E3 F3 ||| A3 ||| 0.0156250390622
D3 E3 F3 ||| G#2 ||| 0.0156250390622
D3 E3 F3 ||| B2 ||| 0.0156250390622
D3 E3 F3 ||| C3 ||| 0.0312499218756
D3 E3 F3 ||| D4 ||| 0.0312499218756
D3 E3 F3 ||| <UNK> ||| 1.56248828134e-07
D3 E3 F3 ||| D3 ||| 0.0937494531291
D3 E3 F3 ||| E3 ||| 0.0781245703157
D3 E3 F3 ||| C4 ||| 0.0156250390622
A2 G2 F#2 ||| G#2 ||| 0.333283341332
A2 G2 F#2 ||| D2 ||| 0.333283341332
A2 G2 F#2 ||| G2 ||| 0.333283341332
A2 G2 F#2 ||| <UNK> ||| 3.33280008532e-06
B3 C4 G3 ||| F3 ||| 0.428543471305
B3 C4 G3 ||| G3 ||| 0.142848776084
B3 C4 G3 ||| A3 ||| 0.142848776084
B3 C4 G3 ||| G4 ||| 0.142848776084
B3 C4 G3 ||| E3 ||| 0.142848776084
B3 C4 G3 ||| <UNK> ||| 1.4284734761e-06
B-3 A3 BAR D3 ||| F3 ||| 0.333283341332
B-3 A3 BAR D3 ||| G3 ||| 0.333283341332
B-3 A3 BAR D3 ||| E3 ||| 0.333283341332
B-3 A3 BAR D3 ||| <UNK> ||| 3.33280008532e-06
G2 F2 BAR E2 ||| C2 ||| 0.249986250825
G2 F2 BAR E2 ||| F2 ||| 0.249986250825
G2 F2 BAR E2 ||| A2 ||| 0.124993750375
G2 F2 BAR E2 ||| D2 ||| 0.374978751275
G2 F2 BAR E2 ||| <UNK> ||| 1.2499250045e-06
E3 BAR F3 C3 ||| F2 ||| 0.285696123694
E3 BAR F3 C3 ||| F3 ||| 0.142848776084
E3 BAR F3 C3 ||| G3 ||| 0.142848776084
E3 BAR F3 C3 ||| C#3 ||| 0.142848776084
E3 BAR F3 C3 ||| D3 ||| 0.285696123694
E3 BAR F3 C3 ||| <UNK> ||| 1.4284734761e-06
C3 A2 D3 ||| C3 ||| 0.124993750375
C3 A2 D3 ||| A2 ||| 0.499971251725
C3 A2 D3 ||| D2 ||| 0.249986250825
C3 A2 D3 ||| D3 ||| 0.124993750375
C3 A2 D3 ||| <UNK> ||| 1.2499250045e-06
BAR A2 D3 G2 ||| C3 ||| 0.599944405337
BAR A2 D3 G2 ||| G3 ||| 0.199982801651
BAR A2 D3 G2 ||| B2 ||| 0.199982801651
BAR A2 D3 G2 ||| <UNK> ||| 1.99980801843e-06
BAR A3 G3 C4 ||| B-3 ||| 0.199991400413
BAR A3 G3 C4 ||| A3 ||| 0.0999962001824
BAR A3 G3 C4 ||| <UNK> ||| 9.99952002304e-07
BAR A3 G3 C4 ||| B3 ||| 0.699967401565
G3 F3 E3 BAR ||| F3 ||| 0.302322439191
G3 F3 E3 BAR ||| A3 ||| 0.116278004339
G3 F3 E3 BAR ||| F#3 ||| 0.0232557869121
G3 F3 E3 BAR ||| E4 ||| 0.0232557869121
G3 F3 E3 BAR ||| D3 ||| 0.534877982757
G3 F3 E3 BAR ||| <UNK> ||| 2.32555543566e-07
C3 B2 BAR C3 ||| F2 ||| 0.0499993000168
C3 B2 BAR C3 ||| G2 ||| 0.499988500276
C3 B2 BAR C3 ||| R ||| 0.0499993000168
C3 B2 BAR C3 ||| B2 ||| 0.0499993000168
C3 B2 BAR C3 ||| C2 ||| 0.0999981000456
C3 B2 BAR C3 ||| <UNK> ||| 4.99988000288e-07
C3 B2 BAR C3 ||| D3 ||| 0.199995700103
C3 B2 BAR C3 ||| E2 ||| 0.0499993000168
BAR C#3 D#3 E3 ||| <UNK> ||| 2.499700036e-06
BAR C#3 D#3 E3 ||| F3 ||| 0.2499725033
BAR C#3 D#3 E3 ||| F#3 ||| 0.2499725033
BAR C#3 D#3 E3 ||| E3 ||| 0.2499725033
BAR C#3 D#3 E3 ||| A2 ||| 0.2499725033
C3 C#3 D3 BAR ||| <UNK> ||| 3.33280008532e-06
C3 C#3 D3 BAR ||| D#3 ||| 0.333283341332
C3 C#3 D3 BAR ||| E3 ||| 0.333283341332
C3 C#3 D3 BAR ||| D3 ||| 0.333283341332
C3 E3 BAR F3 ||| A3 ||| 0.166655000933
C3 E3 BAR F3 ||| F3 ||| 0.166655000933
C3 E3 BAR F3 ||| D3 ||| 0.666615004133
C3 E3 BAR F3 ||| <UNK> ||| 1.666533344e-06
B2 A2 BAR D3 ||| G2 ||| 0.199982801651
B2 A2 BAR D3 ||| A2 ||| 0.199982801651
B2 A2 BAR D3 ||| C3 ||| 0.199982801651
B2 A2 BAR D3 ||| D2 ||| 0.199982801651
B2 A2 BAR D3 ||| E3 ||| 0.199982801651
B2 A2 BAR D3 ||| <UNK> ||| 1.99980801843e-06
D3 BAR G2 G3 ||| F3 ||| 0.333283341332
D3 BAR G2 G3 ||| F#3 ||| 0.333283341332
D3 BAR G2 G3 ||| C#3 ||| 0.333283341332
D3 BAR G2 G3 ||| <UNK> ||| 3.33280008532e-06
BAR G3 F3 E3 ||| C3 ||| 0.222218642039
BAR G3 F3 E3 ||| F3 ||| 0.148145884814
BAR G3 F3 E3 ||| G3 ||| 0.148145884814
BAR G3 F3 E3 ||| D3 ||| 0.481473292327
BAR G3 F3 E3 ||| <UNK> ||| 3.70363786125e-07
F#3 G3 BAR C3 ||| C3 ||| 0.142854353805
F#3 G3 BAR C3 ||| <UNK> ||| 4.76179592086e-07
F#3 G3 BAR C3 ||| G3 ||| 0.380944149848
F#3 G3 BAR C3 ||| D3 ||| 0.428562109057
F#3 G3 BAR C3 ||| C4 ||| 0.0476184353881
BAR F3 D3 G3 ||| C3 ||| 0.549987300305
BAR F3 D3 G3 ||| F3 ||| 0.0999981000456
BAR F3 D3 G3 ||| G2 ||| 0.34999210019
BAR F3 D3 G3 ||| <UNK> ||| 4.99988000288e-07
G3 B3 BAR C4 ||| D4 ||| 0.333283341332
G3 B3 BAR C4 ||| <UNK> ||| 3.33280008532e-06
G3 B3 BAR C4 ||| G3 ||| 0.333283341332
G3 B3 BAR C4 ||| B3 ||| 0.333283341332
F3 BAR G3 G2 ||| C3 ||| 0.799962601795
F3 BAR G3 G2 ||| G3 ||| 0.0999962001824
F3 BAR G3 G2 ||| END ||| 0.0999962001824
F3 BAR G3 G2 ||| <UNK> ||| 9.99952002304e-07
E3 C3 BAR G3 ||| C3 ||| 0.599944405337
E3 C3 BAR G3 ||| <UNK> ||| 1.99980801843e-06
E3 C3 BAR G3 ||| G2 ||| 0.199982801651
E3 C3 BAR G3 ||| B3 ||| 0.199982801651
F2 G2 BAR A2 ||| A2 ||| 0.142848776084
F2 G2 BAR A2 ||| G2 ||| 0.428543471305
F2 G2 BAR A2 ||| B2 ||| 0.428543471305
F2 G2 BAR A2 ||| <UNK> ||| 1.4284734761e-06
BAR F3 C3 D3 ||| A2 ||| 0.166655000933
BAR F3 C3 D3 ||| B2 ||| 0.499961669733
BAR F3 C3 D3 ||| E3 ||| 0.333308335333
BAR F3 C3 D3 ||| <UNK> ||| 1.666533344e-06
G2 BAR C3 C3 BAR ||| F3 ||| 0.142848776084
G2 BAR C3 C3 BAR ||| G3 ||| 0.142848776084
G2 BAR C3 C3 BAR ||| C3 ||| 0.142848776084
G2 BAR C3 C3 BAR ||| C4 ||| 0.428543471305
G2 BAR C3 C3 BAR ||| E3 ||| 0.142848776084
G2 BAR C3 C3 BAR ||| <UNK> ||| 1.4284734761e-06
B2 A2 BAR B2 ||| <UNK> ||| 2.499700036e-06
B2 A2 BAR B2 ||| A2 ||| 0.2499725033
B2 A2 BAR B2 ||| G2 ||| 0.2499725033
B2 A2 BAR B2 ||| C#3 ||| 0.2499725033
B2 A2 BAR B2 ||| E3 ||| 0.2499725033
C4 D4 BAR E4 ||| F4 ||| 0.545431653891
C4 D4 BAR E4 ||| <UNK> ||| 9.090512414e-07
C4 D4 BAR E4 ||| F#4 ||| 0.272716281471
C4 D4 BAR E4 ||| E3 ||| 0.0909060331913
C4 D4 BAR E4 ||| C4 ||| 0.0909060331913
E-3 F3 BAR G3 ||| A-3 ||| 0.333283341332
E-3 F3 BAR G3 ||| G2 ||| 0.333283341332
E-3 F3 BAR G3 ||| E-3 ||| 0.333283341332
E-3 F3 BAR G3 ||| <UNK> ||| 3.33280008532e-06
D3 C3 BAR F3 ||| F3 ||| 0.124996875094
D3 C3 BAR F3 ||| G3 ||| 0.312491250262
D3 C3 BAR F3 ||| A3 ||| 0.124996875094
D3 C3 BAR F3 ||| R ||| 0.124996875094
D3 C3 BAR F3 ||| <UNK> ||| 6.24981250562e-07
D3 C3 BAR F3 ||| D3 ||| 0.0624987500375
D3 C3 BAR F3 ||| E3 ||| 0.124996875094
D3 C3 BAR F3 ||| C4 ||| 0.124996875094
F2 G2 G2 BAR ||| C3 ||| 0.333283341332
F2 G2 G2 BAR ||| C2 ||| 0.333283341332
F2 G2 G2 BAR ||| <UNK> ||| 3.33280008532e-06
F2 G2 G2 BAR ||| E2 ||| 0.333283341332
BAR G3 F#3 E3 ||| <UNK> ||| 2.499700036e-06
BAR G3 F#3 E3 ||| D3 ||| 0.2499725033
BAR G3 F#3 E3 ||| B2 ||| 0.499942506899
BAR G3 F#3 E3 ||| D#3 ||| 0.2499725033
BAR G3 F#3 G3 ||| C3 ||| 0.285696123694
BAR G3 F#3 G3 ||| F3 ||| 0.142848776084
BAR G3 F#3 G3 ||| G3 ||| 0.285696123694
BAR G3 F#3 G3 ||| E3 ||| 0.285696123694
BAR G3 F#3 G3 ||| <UNK> ||| 1.4284734761e-06
D3 E3 BAR F3 ||| F3 ||| 0.0526307756436
D3 E3 BAR F3 ||| G3 ||| 0.157891274326
D3 E3 BAR F3 ||| R ||| 0.0526307756436
D3 E3 BAR F3 ||| F#3 ||| 0.105261024985
D3 E3 BAR F3 ||| C3 ||| 0.157891274326
D3 E3 BAR F3 ||| <UNK> ||| 5.26302493411e-07
D3 E3 BAR F3 ||| D3 ||| 0.105261024985
D3 E3 BAR F3 ||| E3 ||| 0.315782022349
D3 E3 BAR F3 ||| A2 ||| 0.0526307756436
C3 D3 G3 ||| C3 ||| 0.333283341332
C3 D3 G3 ||| G3 ||| 0.333283341332
C3 D3 G3 ||| E3 ||| 0.333283341332
C3 D3 G3 ||| <UNK> ||| 3.33280008532e-06
G3 BAR C3 D3 BAR ||| G3 ||| 0.166655000933
G3 BAR C3 D3 BAR ||| G2 ||| 0.499961669733
G3 BAR C3 D3 BAR ||| E3 ||| 0.333308335333
G3 BAR C3 D3 BAR ||| <UNK> ||| 1.666533344e-06
C#4 BAR D4 A3 ||| A3 ||| 0.499942506899
C#4 BAR D4 A3 ||| G3 ||| 0.2499725033
C#4 BAR D4 A3 ||| E3 ||| 0.2499725033
C#4 BAR D4 A3 ||| <UNK> ||| 2.499700036e-06
BAR A3 B3 C4 ||| F3 ||| 0.112902513013
BAR A3 B3 C4 ||| G3 ||| 0.129031420402
BAR A3 B3 C4 ||| C#4 ||| 0.129031420402
BAR A3 B3 C4 ||| B-3 ||| 0.0161290686782
BAR A3 B3 C4 ||| A3 ||| 0.129031420402
BAR A3 B3 C4 ||| F#3 ||| 0.0322579760673
BAR A3 B3 C4 ||| B3 ||| 0.0806446982346
BAR A3 B3 C4 ||| C3 ||| 0.0161290686782
BAR A3 B3 C4 ||| D4 ||| 0.258062679515
BAR A3 B3 C4 ||| <UNK> ||| 1.61289073891e-07
BAR A3 B3 C4 ||| E3 ||| 0.0483868834564
BAR A3 B3 C4 ||| C4 ||| 0.0483868834564
G3 F#3 BAR E3 ||| C3 ||| 0.166655000933
G3 F#3 BAR E3 ||| F#3 ||| 0.166655000933
G3 F#3 BAR E3 ||| D3 ||| 0.666615004133
G3 F#3 BAR E3 ||| <UNK> ||| 1.666533344e-06
BAR D3 E3 F3 BAR ||| R ||| 0.2499725033
BAR D3 E3 F3 BAR ||| F3 ||| 0.2499725033
BAR D3 E3 F3 BAR ||| G3 ||| 0.2499725033
BAR D3 E3 F3 BAR ||| E3 ||| 0.2499725033
BAR D3 E3 F3 BAR ||| <UNK> ||| 2.499700036e-06
BAR G3 G2 C3 BAR ||| G2 ||| 0.166655000933
BAR G3 G2 C3 BAR ||| B2 ||| 0.166655000933
BAR G3 G2 C3 BAR ||| C3 ||| 0.333308335333
BAR G3 G2 C3 BAR ||| C4 ||| 0.166655000933
BAR G3 G2 C3 BAR ||| E3 ||| 0.166655000933
BAR G3 G2 C3 BAR ||| <UNK> ||| 1.666533344e-06
E3 C3 BAR D3 ||| C3 ||| 0.399963603494
E3 C3 BAR D3 ||| G3 ||| 0.399963603494
E3 C3 BAR D3 ||| B2 ||| 0.199982801651
E3 C3 BAR D3 ||| <UNK> ||| 1.99980801843e-06
E3 D3 C3 ||| F3 ||| 0.0517238822851
E3 D3 C3 ||| G3 ||| 0.0689651189094
E3 D3 C3 ||| G2 ||| 0.0172414090366
E3 D3 C3 ||| D3 ||| 0.137930065406
E3 D3 C3 ||| B-2 ||| 0.0344826456609
E3 D3 C3 ||| A3 ||| 0.0172414090366
E3 D3 C3 ||| R ||| 0.0172414090366
E3 D3 C3 ||| B2 ||| 0.534478507764
E3 D3 C3 ||| C3 ||| 0.0344826456609
E3 D3 C3 ||| <UNK> ||| 1.72412366242e-07
E3 D3 C3 ||| A2 ||| 0.0517238822851
E3 D3 C3 ||| E3 ||| 0.0172414090366
E3 D3 C3 ||| C4 ||| 0.0172414090366
G3 BAR F#3 G3 ||| F3 ||| 0.0833308334333
G3 BAR F#3 G3 ||| A3 ||| 0.0833308334333
G3 BAR F#3 G3 ||| F#3 ||| 0.166660833567
G3 BAR F#3 G3 ||| C3 ||| 0.333320833833
G3 BAR F#3 G3 ||| <UNK> ||| 8.33300001333e-07
G3 BAR F#3 G3 ||| D3 ||| 0.166660833567
G3 BAR F#3 G3 ||| E3 ||| 0.0833308334333
G3 BAR F#3 G3 ||| C4 ||| 0.0833308334333
E3 F3 D3 BAR ||| B-2 ||| 0.0666652000469
E3 F3 D3 BAR ||| A3 ||| 0.133329733449
E3 F3 D3 BAR ||| G3 ||| 0.466652400457
E3 F3 D3 BAR ||| E3 ||| 0.333323333653
E3 F3 D3 BAR ||| <UNK> ||| 6.66645334016e-07
G3 C3 F3 BAR ||| <UNK> ||| 2.499700036e-06
G3 C3 F3 BAR ||| F3 ||| 0.2499725033
G3 C3 F3 BAR ||| G3 ||| 0.499942506899
G3 C3 F3 BAR ||| C4 ||| 0.2499725033
B3 A3 G3 ||| F3 ||| 0.549014636725
B3 A3 G3 ||| A3 ||| 0.0980384890495
B3 A3 G3 ||| F#3 ||| 0.196076782022
B3 A3 G3 ||| B3 ||| 0.0196078546712
B3 A3 G3 ||| D4 ||| 0.0196078546712
B3 A3 G3 ||| <UNK> ||| 1.96076585946e-07
B3 A3 G3 ||| D3 ||| 0.0588231718603
B3 A3 G3 ||| E3 ||| 0.0196078546712
B3 A3 G3 ||| C4 ||| 0.0392155132658
B3 C4 D4 BAR ||| E4 ||| 0.624963752175
B3 C4 D4 BAR ||| G#3 ||| 0.124993750375
B3 C4 D4 BAR ||| <UNK> ||| 1.2499250045e-06
B3 C4 D4 BAR ||| B3 ||| 0.249986250825
G3 F3 BAR G3 ||| G3 ||| 0.199991400413
G3 F3 BAR G3 ||| G2 ||| 0.699967401565
G3 F3 BAR G3 ||| E-3 ||| 0.0999962001824
G3 F3 BAR G3 ||| <UNK> ||| 9.99952002304e-07
D3 C3 BAR B2 ||| C3 ||| 0.409082438201
D3 C3 BAR B2 ||| <UNK> ||| 4.54535537406e-07
D3 C3 BAR B2 ||| A2 ||| 0.31817533072
D3 C3 BAR B2 ||| G2 ||| 0.227268223239
D3 C3 BAR B2 ||| B3 ||| 0.0454540082762
C4 F3 BAR G3 ||| C3 ||| 0.499942506899
C4 F3 BAR G3 ||| G#3 ||| 0.2499725033
C4 F3 BAR G3 ||| R ||| 0.2499725033
C4 F3 BAR G3 ||| <UNK> ||| 2.499700036e-06
A3 G3 F3 ||| G3 ||| 0.287876845744
A3 G3 F3 ||| E-3 ||| 0.0151515564735
A3 G3 F3 ||| C3 ||| 0.0151515564735
A3 G3 F3 ||| D3 ||| 0.151514201109
A3 G3 F3 ||| E3 ||| 0.530299325096
A3 G3 F3 ||| <UNK> ||| 1.51514049595e-07
