3
G4 E4 BAR C4 ||| D4 ||| 0.49999999945
E4 C4 G4 BAR ||| G4 ||| 0.749999999575
E4 C4 G4 BAR ||| <UNK> ||| 2.4999999985e-11
F3 E3 D3 ||| C3 ||| 0.299999999938
F3 E3 D3 ||| F3 ||| 0.099999999986
F3 E3 D3 ||| G3 ||| 0.199999999962
F3 E3 D3 ||| E3 ||| 0.399999999914
F3 E3 D3 ||| <UNK> ||| 9.9999999976e-12
E3 F3 G3 ||| F3 ||| 0.277777777746
E3 F3 G3 ||| G3 ||| 0.111111111102
E3 F3 G3 ||| A3 ||| 0.333333333294
E3 F3 G3 ||| D4 ||| 0.0555555555537
E3 F3 G3 ||| <UNK> ||| 5.55555555481e-12
E3 F3 G3 ||| E3 ||| 0.111111111102
E3 F3 G3 ||| C4 ||| 0.111111111102
A3 BAR A3 G3 ||| F#3 ||| 0.149999999987
A3 BAR A3 G3 ||| G3 ||| 0.349999999963
A3 BAR A3 G3 ||| A3 ||| 0.099999999993
A3 BAR A3 G3 ||| F3 ||| 0.249999999975
A3 BAR A3 G3 ||| E4 ||| 0.099999999993
A3 BAR A3 G3 ||| D3 ||| 0.049999999999
A3 BAR A3 G3 ||| <UNK> ||| 4.9999999994e-12
B-4 A4 BAR A4 ||| G4 ||| 0.3333333331
B-4 A4 BAR A4 ||| A4 ||| 0.3333333331
B-4 A4 BAR A4 ||| C5 ||| 0.3333333331
B-4 A4 BAR A4 ||| <UNK> ||| 3.33333333067e-11
D4 BAR D4 E4 ||| A3 ||| 0.49999999945
D4 BAR D4 E4 ||| F4 ||| 0.49999999945
D4 BAR D4 E4 ||| <UNK> ||| 4.999999994e-11
A3 G#3 BAR E3 ||| B-3 ||| 0.49999999945
A3 G#3 BAR E3 ||| G3 ||| 0.49999999945
A3 G#3 BAR E3 ||| <UNK> ||| 4.999999994e-11
F4 G4 D4 ||| E4 ||| 0.49999999945
F4 G4 D4 ||| <UNK> ||| 4.999999994e-11
F4 G4 D4 ||| C4 ||| 0.49999999945
A4 G4 BAR F4 ||| E4 ||| 0.3333333331
A4 G4 BAR F4 ||| G4 ||| 0.3333333331
A4 G4 BAR F4 ||| F4 ||| 0.3333333331
A4 G4 BAR F4 ||| <UNK> ||| 3.33333333067e-11
C4 A3 BAR B3 ||| E4 ||| 0.49999999945
C4 A3 BAR B3 ||| <UNK> ||| 4.999999994e-11
C4 A3 BAR B3 ||| C4 ||| 0.49999999945
BAR C4 B3 BAR G3 ||| END ||| 0.3749999999
BAR C4 B3 BAR G3 ||| A3 ||| 0.124999999975
BAR C4 B3 BAR G3 ||| G3 ||| 0.124999999975
BAR C4 B3 BAR G3 ||| E4 ||| 0.249999999937
BAR C4 B3 BAR G3 ||| C4 ||| 0.124999999975
BAR C4 B3 BAR G3 ||| <UNK> ||| 1.24999999962e-11
A3 B3 BAR C4 ||| G3 ||| 0.279999999977
A3 B3 BAR C4 ||| B-3 ||| 0.119999999992
A3 B3 BAR C4 ||| A3 ||| 0.0400000000002
A3 B3 BAR C4 ||| B3 ||| 0.199999999985
A3 B3 BAR C4 ||| D4 ||| 0.199999999985
A3 B3 BAR C4 ||| <UNK> ||| 3.99999999962e-12
A3 B3 BAR C4 ||| C4 ||| 0.159999999989
BAR A3 B3 A3 ||| D4 ||| 0.49999999945
BAR A3 B3 A3 ||| <UNK> ||| 4.999999994e-11
BAR A3 B3 A3 ||| C4 ||| 0.49999999945
F4 BAR F4 E4 ||| E4 ||| 0.0666666666627
F4 BAR F4 E4 ||| D4 ||| 0.199999999975
F4 BAR F4 E4 ||| <UNK> ||| 6.6666666656e-12
F4 BAR F4 E4 ||| F4 ||| 0.599999999911
F4 BAR F4 E4 ||| C4 ||| 0.133333333319
BAR C4 E4 A3 ||| D4 ||| 0.3333333331
BAR C4 E4 A3 ||| G3 ||| 0.666666666167
BAR C4 E4 A3 ||| <UNK> ||| 3.33333333067e-11
F#3 BAR D3 R ||| A3 ||| 0.49999999945
F#3 BAR D3 R ||| G3 ||| 0.49999999945
F#3 BAR D3 R ||| <UNK> ||| 4.999999994e-11
E4 A4 BAR G4 ||| D4 ||| 0.49999999945
E4 A4 BAR G4 ||| F4 ||| 0.49999999945
E4 A4 BAR G4 ||| <UNK> ||| 4.999999994e-11
BAR E4 D4 C4 BAR ||| <UNK> ||| 1.666666666e-11
BAR E4 D4 C4 BAR ||| D4 ||| 0.166666666617
BAR E4 D4 C4 BAR ||| B3 ||| 0.333333333217
BAR E4 D4 C4 BAR ||| C4 ||| 0.499999999817
E3 F3 G3 BAR ||| F3 ||| 0.0714285714235
E3 F3 G3 BAR ||| G3 ||| 0.499999999921
E3 F3 G3 BAR ||| A3 ||| 0.285714285672
E3 F3 G3 BAR ||| C3 ||| 0.0714285714235
E3 F3 G3 BAR ||| C4 ||| 0.0714285714235
E3 F3 G3 BAR ||| <UNK> ||| 7.14285714163e-12
BAR D4 C4 B3 ||| G4 ||| 0.0606060606047
BAR D4 C4 B3 ||| B-3 ||| 0.0606060606047
BAR D4 C4 B3 ||| A3 ||| 0.0606060606047
BAR D4 C4 B3 ||| B3 ||| 0.151515151507
BAR D4 C4 B3 ||| E4 ||| 0.121212121206
BAR D4 C4 B3 ||| D4 ||| 0.0909090909055
BAR D4 C4 B3 ||| <UNK> ||| 3.03030303008e-12
BAR D4 C4 B3 ||| C4 ||| 0.454545454515
B3 G4 BAR G4 ||| G4 ||| 0.249999999875
B3 G4 BAR G4 ||| F#4 ||| 0.499999999725
B3 G4 BAR G4 ||| A4 ||| 0.249999999875
B3 G4 BAR G4 ||| <UNK> ||| 2.4999999985e-11
BAR A3 D4 G3 ||| A3 ||| 0.666666666167
BAR A3 D4 G3 ||| D4 ||| 0.3333333331
BAR A3 D4 G3 ||| <UNK> ||| 3.33333333067e-11
F3 E3 D3 BAR ||| C3 ||| 0.6666666665
F3 E3 D3 BAR ||| A3 ||| 0.111111111093
F3 E3 D3 BAR ||| G3 ||| 0.111111111093
F3 E3 D3 BAR ||| E3 ||| 0.111111111093
F3 E3 D3 BAR ||| <UNK> ||| 1.11111111081e-11
F3 D3 BAR E3 ||| F#3 ||| 0.49999999945
F3 D3 BAR E3 ||| END ||| 0.49999999945
F3 D3 BAR E3 ||| <UNK> ||| 4.999999994e-11
BAR B3 E4 BAR E4 ||| D4 ||| 0.666666666167
BAR B3 E4 BAR E4 ||| F4 ||| 0.3333333331
BAR B3 E4 BAR E4 ||| <UNK> ||| 3.33333333067e-11
C4 B-3 BAR A3 ||| G3 ||| 0.307692307643
C4 B-3 BAR A3 ||| B-3 ||| 0.0769230769166
C4 B-3 BAR A3 ||| A3 ||| 0.384615384552
C4 B-3 BAR A3 ||| B3 ||| 0.0769230769166
C4 B-3 BAR A3 ||| C4 ||| 0.153846153825
C4 B-3 BAR A3 ||| <UNK> ||| 7.69230769089e-12
E-4 D4 D4 BAR ||| E4 ||| 0.666666666167
E-4 D4 D4 BAR ||| D4 ||| 0.3333333331
E-4 D4 D4 BAR ||| <UNK> ||| 3.33333333067e-11
G3 F3 E3 ||| F3 ||| 0.11764705882
G3 F3 E3 ||| G3 ||| 0.0196078431383
G3 F3 E3 ||| END ||| 0.33333333332
G3 F3 E3 ||| B3 ||| 0.0196078431383
G3 F3 E3 ||| E4 ||| 0.0392156862746
G3 F3 E3 ||| <UNK> ||| 1.96078431363e-12
G3 F3 E3 ||| D3 ||| 0.274509803911
G3 F3 E3 ||| E3 ||| 0.176470588229
G3 F3 E3 ||| C4 ||| 0.0196078431383
BAR F3 F3 G3 ||| A3 ||| 0.666666666167
BAR F3 F3 G3 ||| <UNK> ||| 3.33333333067e-11
BAR F3 F3 G3 ||| C4 ||| 0.3333333331
G3 BAR F3 A3 ||| D4 ||| 0.49999999945
G3 BAR F3 A3 ||| <UNK> ||| 4.999999994e-11
G3 BAR F3 A3 ||| B3 ||| 0.49999999945
BAR E4 BAR E4 ||| E4 ||| 0.49999999945
BAR E4 BAR E4 ||| F4 ||| 0.49999999945
BAR E4 BAR E4 ||| <UNK> ||| 4.999999994e-11
A3 B3 D4 ||| E4 ||| 0.49999999945
A3 B3 D4 ||| <UNK> ||| 4.999999994e-11
A3 B3 D4 ||| C4 ||| 0.49999999945
D4 C4 C4 BAR ||| G4 ||| 0.119999999992
D4 C4 C4 BAR ||| A4 ||| 0.0400000000002
D4 C4 C4 BAR ||| B3 ||| 0.159999999989
D4 C4 C4 BAR ||| D4 ||| 0.0400000000002
D4 C4 C4 BAR ||| C4 ||| 0.639999999943
D4 C4 C4 BAR ||| <UNK> ||| 3.99999999962e-12
A3 BAR C4 B3 ||| A3 ||| 0.49999999945
A3 BAR C4 B3 ||| <UNK> ||| 4.999999994e-11
A3 BAR C4 B3 ||| C4 ||| 0.49999999945
B3 BAR B3 A3 ||| A3 ||| 0.124999999975
B3 BAR B3 A3 ||| <UNK> ||| 1.24999999962e-11
B3 BAR B3 A3 ||| G3 ||| 0.499999999862
B3 BAR B3 A3 ||| G#3 ||| 0.249999999937
B3 BAR B3 A3 ||| B3 ||| 0.124999999975
F4 E4 BAR E4 ||| F4 ||| 0.0714285714235
F4 E4 BAR E4 ||| A3 ||| 0.0714285714235
F4 E4 BAR E4 ||| END ||| 0.0714285714235
F4 E4 BAR E4 ||| E4 ||| 0.0714285714235
F4 E4 BAR E4 ||| D4 ||| 0.71428571417
F4 E4 BAR E4 ||| <UNK> ||| 7.14285714163e-12
D4 C#4 D4 BAR ||| A3 ||| 0.49999999945
D4 C#4 D4 BAR ||| D4 ||| 0.49999999945
D4 C#4 D4 BAR ||| <UNK> ||| 4.999999994e-11
E-4 BAR E-4 D4 ||| B-3 ||| 0.857142856863
E-4 BAR E-4 D4 ||| <UNK> ||| 1.42857142808e-11
E-4 BAR E-4 D4 ||| C4 ||| 0.142857142822
BAR B3 C4 C4 ||| G3 ||| 0.166666666617
BAR B3 C4 C4 ||| B-3 ||| 0.166666666617
BAR B3 C4 C4 ||| E4 ||| 0.166666666617
BAR B3 C4 C4 ||| D4 ||| 0.166666666617
BAR B3 C4 C4 ||| C4 ||| 0.333333333217
BAR B3 C4 C4 ||| <UNK> ||| 1.666666666e-11
A3 BAR A3 A3 ||| G#3 ||| 0.49999999945
A3 BAR A3 A3 ||| A3 ||| 0.49999999945
A3 BAR A3 A3 ||| <UNK> ||| 4.999999994e-11
B3 E4 E4 BAR ||| E4 ||| 0.499999999725
B3 E4 E4 BAR ||| D4 ||| 0.499999999725
B3 E4 E4 BAR ||| <UNK> ||| 2.4999999985e-11
G3 A3 G3 ||| A3 ||| 0.0909090908983
G3 A3 G3 ||| F3 ||| 0.727272727123
G3 A3 G3 ||| G3 ||| 0.181818181788
G3 A3 G3 ||| <UNK> ||| 9.09090908893e-12
A3 G3 F#3 ||| G3 ||| 0.599999999732
A3 G3 F#3 ||| E3 ||| 0.399999999828
A3 G3 F#3 ||| <UNK> ||| 1.99999999904e-11
BAR E-4 D4 B-3 ||| <UNK> ||| 1.666666666e-11
BAR E-4 D4 B-3 ||| F4 ||| 0.833333333017
BAR E-4 D4 B-3 ||| C4 ||| 0.166666666617
G4 BAR G4 F4 BAR ||| E4 ||| 0.166666666617
G4 BAR G4 F4 BAR ||| G4 ||| 0.333333333217
G4 BAR G4 F4 BAR ||| F4 ||| 0.499999999817
G4 BAR G4 F4 BAR ||| <UNK> ||| 1.666666666e-11
D4 A4 BAR A4 ||| G4 ||| 0.49999999945
D4 A4 BAR A4 ||| R ||| 0.49999999945
D4 A4 BAR A4 ||| <UNK> ||| 4.999999994e-11
BAR G4 F4 F4 ||| <UNK> ||| 3.33333333067e-11
BAR G4 F4 F4 ||| E4 ||| 0.3333333331
BAR G4 F4 F4 ||| G4 ||| 0.3333333331
BAR G4 F4 F4 ||| E-4 ||| 0.3333333331
BAR R E4 BAR E4 ||| <UNK> ||| 2.4999999985e-11
BAR R E4 BAR E4 ||| G4 ||| 0.499999999725
BAR R E4 BAR E4 ||| C4 ||| 0.499999999725
E4 BAR E4 E4 ||| F4 ||| 0.0769230769166
E4 BAR E4 E4 ||| E4 ||| 0.307692307643
E4 BAR E4 E4 ||| D4 ||| 0.53846153837
E4 BAR E4 E4 ||| F#4 ||| 0.0769230769166
E4 BAR E4 E4 ||| <UNK> ||| 7.69230769089e-12
G3 BAR D4 D4 ||| E4 ||| 0.799999999636
G3 BAR D4 D4 ||| <UNK> ||| 1.99999999904e-11
G3 BAR D4 D4 ||| C4 ||| 0.199999999924
BAR G3 A3 B3 ||| G3 ||| 0.049999999999
BAR G3 A3 B3 ||| A3 ||| 0.199999999981
BAR G3 A3 B3 ||| B2 ||| 0.049999999999
BAR G3 A3 B3 ||| E4 ||| 0.049999999999
BAR G3 A3 B3 ||| D4 ||| 0.049999999999
BAR G3 A3 B3 ||| <UNK> ||| 4.9999999994e-12
BAR G3 A3 B3 ||| E3 ||| 0.049999999999
BAR G3 A3 B3 ||| C4 ||| 0.549999999939
C4 G3 BAR F3 ||| <UNK> ||| 2.4999999985e-11
C4 G3 BAR F3 ||| R ||| 0.499999999725
C4 G3 BAR F3 ||| F3 ||| 0.249999999875
C4 G3 BAR F3 ||| C4 ||| 0.249999999875
B3 C4 BAR B3 ||| G3 ||| 0.142857142822
B3 C4 BAR B3 ||| A3 ||| 0.142857142822
B3 C4 BAR B3 ||| B3 ||| 0.142857142822
B3 C4 BAR B3 ||| E4 ||| 0.428571428439
B3 C4 BAR B3 ||| C4 ||| 0.142857142822
B3 C4 BAR B3 ||| <UNK> ||| 1.42857142808e-11
E4 BAR G4 G4 ||| G4 ||| 0.499999999817
E4 BAR G4 G4 ||| A4 ||| 0.499999999817
E4 BAR G4 G4 ||| <UNK> ||| 1.666666666e-11
BAR C4 D4 E4 BAR ||| E4 ||| 0.3333333331
BAR C4 D4 E4 BAR ||| D4 ||| 0.3333333331
BAR C4 D4 E4 BAR ||| <UNK> ||| 3.33333333067e-11
BAR C4 D4 E4 BAR ||| C4 ||| 0.3333333331
B3 B3 A3 BAR ||| A3 ||| 0.499999999725
B3 B3 A3 BAR ||| R ||| 0.249999999875
B3 B3 A3 BAR ||| G3 ||| 0.249999999875
B3 B3 A3 BAR ||| <UNK> ||| 2.4999999985e-11
BAR D4 G4 BAR G4 ||| G4 ||| 0.3333333331
BAR D4 G4 BAR G4 ||| F4 ||| 0.3333333331
BAR D4 G4 BAR G4 ||| A4 ||| 0.3333333331
BAR D4 G4 BAR G4 ||| <UNK> ||| 3.33333333067e-11
G3 A3 BAR A3 ||| F3 ||| 0.166666666617
G3 A3 BAR A3 ||| G3 ||| 0.833333333017
G3 A3 BAR A3 ||| <UNK> ||| 1.666666666e-11
BAR C4 C4 ||| <UNK> ||| 1.24999999962e-11
BAR C4 C4 ||| A3 ||| 0.124999999975
BAR C4 C4 ||| G4 ||| 0.124999999975
BAR C4 C4 ||| C4 ||| 0.749999999787
E-4 F4 E-4 BAR ||| D4 ||| 0.799999999636
E-4 F4 E-4 BAR ||| D-4 ||| 0.199999999924
E-4 F4 E-4 BAR ||| <UNK> ||| 1.99999999904e-11
A3 BAR A3 B3 ||| A3 ||| 0.3333333331
A3 BAR A3 B3 ||| <UNK> ||| 3.33333333067e-11
A3 BAR A3 B3 ||| D4 ||| 0.3333333331
A3 BAR A3 B3 ||| B3 ||| 0.3333333331
D4 BAR E4 F4 ||| E4 ||| 0.111111111102
D4 BAR E4 F4 ||| G4 ||| 0.888888888776
D4 BAR E4 F4 ||| <UNK> ||| 5.55555555481e-12
BAR A4 G4 G4 ||| E4 ||| 0.399999999828
BAR A4 G4 G4 ||| F4 ||| 0.199999999924
BAR A4 G4 G4 ||| A4 ||| 0.399999999828
BAR A4 G4 G4 ||| <UNK> ||| 1.99999999904e-11
E4 D4 C4 ||| G4 ||| 0.136363636358
E4 D4 C4 ||| G3 ||| 0.0681818181804
E4 D4 C4 ||| B3 ||| 0.363636363619
E4 D4 C4 ||| F4 ||| 0.0454545454543
E4 D4 C4 ||| D4 ||| 0.136363636358
E4 D4 C4 ||| <UNK> ||| 2.2727272726e-12
E4 D4 C4 ||| C4 ||| 0.249999999989
G4 G4 BAR R ||| G4 ||| 0.666666666167
G4 G4 BAR R ||| F#4 ||| 0.3333333331
G4 G4 BAR R ||| <UNK> ||| 3.33333333067e-11
E4 A3 D4 ||| <UNK> ||| 4.999999994e-11
E4 A3 D4 ||| G3 ||| 0.49999999945
E4 A3 D4 ||| C4 ||| 0.49999999945
B-3 B-3 B-3 ||| A-3 ||| 0.749999999575
B-3 B-3 B-3 ||| F3 ||| 0.249999999875
B-3 B-3 B-3 ||| <UNK> ||| 2.4999999985e-11
BAR C4 D4 D4 ||| E4 ||| 0.0624999999969
BAR C4 D4 D4 ||| D4 ||| 0.37499999995
BAR C4 D4 D4 ||| <UNK> ||| 6.24999999906e-12
BAR C4 D4 D4 ||| C4 ||| 0.562499999922
BAR C4 C4 BAR B3 ||| A3 ||| 0.249999999875
BAR C4 C4 BAR B3 ||| <UNK> ||| 2.4999999985e-11
BAR C4 C4 BAR B3 ||| C4 ||| 0.749999999575
BAR F3 F3 E3 ||| A3 ||| 0.3333333331
BAR F3 F3 E3 ||| E3 ||| 0.666666666167
BAR F3 F3 E3 ||| <UNK> ||| 3.33333333067e-11
BAR C4 B3 C4 BAR ||| <UNK> ||| 1.11111111081e-11
BAR C4 B3 C4 BAR ||| D4 ||| 0.333333333256
BAR C4 B3 C4 BAR ||| G4 ||| 0.222222222174
BAR C4 B3 C4 BAR ||| C4 ||| 0.444444444337
B3 E4 BAR C4 ||| D4 ||| 0.3333333331
B3 E4 BAR C4 ||| <UNK> ||| 3.33333333067e-11
B3 E4 BAR C4 ||| C4 ||| 0.666666666167
E4 F4 D4 ||| E4 ||| 0.666666666167
E4 F4 D4 ||| G4 ||| 0.3333333331
E4 F4 D4 ||| <UNK> ||| 3.33333333067e-11
C4 BAR B3 R ||| <UNK> ||| 1.99999999904e-11
C4 BAR B3 R ||| E4 ||| 0.199999999924
C4 BAR B3 R ||| B3 ||| 0.599999999732
C4 BAR B3 R ||| C4 ||| 0.199999999924
E4 D4 E4 ||| G4 ||| 0.0555555555537
E4 D4 E4 ||| F#4 ||| 0.0555555555537
E4 D4 E4 ||| F4 ||| 0.444444444391
E4 D4 E4 ||| END ||| 0.16666666665
E4 D4 E4 ||| E4 ||| 0.16666666665
E4 D4 E4 ||| D4 ||| 0.0555555555537
E4 D4 E4 ||| <UNK> ||| 5.55555555481e-12
E4 D4 E4 ||| C4 ||| 0.0555555555537
F3 G3 A3 BAR ||| A3 ||| 0.166666666617
F3 G3 A3 BAR ||| G3 ||| 0.499999999817
F3 G3 A3 BAR ||| D3 ||| 0.333333333217
F3 G3 A3 BAR ||| <UNK> ||| 1.666666666e-11
BAR G3 G3 G3 ||| F3 ||| 0.214285714271
BAR G3 G3 G3 ||| G3 ||| 0.464285714249
BAR G3 G3 G3 ||| A3 ||| 0.071428571426
BAR G3 G3 G3 ||| F#3 ||| 0.0357142857148
BAR G3 G3 G3 ||| END ||| 0.0357142857148
BAR G3 G3 G3 ||| D4 ||| 0.071428571426
BAR G3 G3 G3 ||| <UNK> ||| 3.57142857112e-12
BAR G3 G3 G3 ||| E3 ||| 0.071428571426
BAR G3 G3 G3 ||| C4 ||| 0.0357142857148
BAR R G4 BAR G4 ||| G4 ||| 0.799999999636
BAR R G4 BAR G4 ||| A4 ||| 0.199999999924
BAR R G4 BAR G4 ||| <UNK> ||| 1.99999999904e-11
BAR F3 G3 A3 ||| F3 ||| 0.117647058813
BAR F3 G3 A3 ||| G3 ||| 0.176470588216
BAR F3 G3 A3 ||| A3 ||| 0.294117647023
BAR F3 G3 A3 ||| B3 ||| 0.23529411762
BAR F3 G3 A3 ||| D4 ||| 0.0588235294093
BAR F3 G3 A3 ||| D3 ||| 0.117647058813
BAR F3 G3 A3 ||| <UNK> ||| 5.88235294035e-12
BAR A3 R E4 BAR ||| E4 ||| 0.49999999945
BAR A3 R E4 BAR ||| G4 ||| 0.49999999945
BAR A3 R E4 BAR ||| <UNK> ||| 4.999999994e-11
D4 E-4 F4 BAR ||| <UNK> ||| 2.4999999985e-11
D4 E-4 F4 BAR ||| B-3 ||| 0.249999999875
D4 E-4 F4 BAR ||| G4 ||| 0.249999999875
D4 E-4 F4 BAR ||| F4 ||| 0.249999999875
D4 E-4 F4 BAR ||| E-4 ||| 0.249999999875
D4 BAR C4 B-3 ||| A3 ||| 0.833333333017
D4 BAR C4 B-3 ||| <UNK> ||| 1.666666666e-11
D4 BAR C4 B-3 ||| C4 ||| 0.166666666617
A3 BAR B3 C4 ||| G3 ||| 0.083333333325
A3 BAR B3 C4 ||| A3 ||| 0.083333333325
A3 BAR B3 C4 ||| B3 ||| 0.166666666642
A3 BAR B3 C4 ||| D4 ||| 0.499999999908
A3 BAR B3 C4 ||| C4 ||| 0.166666666642
A3 BAR B3 C4 ||| <UNK> ||| 8.33333333167e-12
C4 C4 D4 ||| E4 ||| 0.499999999817
C4 C4 D4 ||| D4 ||| 0.166666666617
C4 C4 D4 ||| <UNK> ||| 1.666666666e-11
C4 C4 D4 ||| B3 ||| 0.333333333217
G3 BAR C4 D4 ||| E4 ||| 0.3333333331
G3 BAR C4 D4 ||| D4 ||| 0.3333333331
G3 BAR C4 D4 ||| G3 ||| 0.3333333331
G3 BAR C4 D4 ||| <UNK> ||| 3.33333333067e-11
D4 G4 BAR E4 ||| <UNK> ||| 2.4999999985e-11
D4 G4 BAR E4 ||| END ||| 0.749999999575
D4 G4 BAR E4 ||| C4 ||| 0.249999999875
BAR C4 B3 E4 BAR ||| <UNK> ||| 1.666666666e-11
BAR C4 B3 E4 BAR ||| E4 ||| 0.333333333217
BAR C4 B3 E4 BAR ||| C4 ||| 0.166666666617
BAR C4 B3 E4 BAR ||| G4 ||| 0.333333333217
BAR C4 B3 E4 BAR ||| B3 ||| 0.166666666617
BAR B-3 B-3 A-3 ||| A3 ||| 0.49999999945
BAR B-3 B-3 A-3 ||| G3 ||| 0.49999999945
BAR B-3 B-3 A-3 ||| <UNK> ||| 4.999999994e-11
BAR E3 R G3 BAR ||| A3 ||| 0.49999999945
BAR E3 R G3 BAR ||| G3 ||| 0.49999999945
BAR E3 R G3 BAR ||| <UNK> ||| 4.999999994e-11
D4 G4 G4 ||| G4 ||| 0.299999999938
D4 G4 G4 ||| END ||| 0.099999999986
D4 G4 G4 ||| R ||| 0.099999999986
D4 G4 G4 ||| A4 ||| 0.199999999962
D4 G4 G4 ||| F4 ||| 0.199999999962
D4 G4 G4 ||| C5 ||| 0.099999999986
D4 G4 G4 ||| <UNK> ||| 9.9999999976e-12
G4 E4 F4 ||| E4 ||| 0.199999999924
G4 E4 F4 ||| G4 ||| 0.399999999828
G4 E4 F4 ||| F4 ||| 0.399999999828
G4 E4 F4 ||| <UNK> ||| 1.99999999904e-11
E3 E3 BAR F3 ||| C3 ||| 0.199999999924
E3 E3 BAR F3 ||| F3 ||| 0.199999999924
E3 E3 BAR F3 ||| G3 ||| 0.399999999828
E3 E3 BAR F3 ||| E3 ||| 0.199999999924
E3 E3 BAR F3 ||| <UNK> ||| 1.99999999904e-11
BAR D4 C4 C4 ||| D4 ||| 0.133333333319
BAR D4 C4 C4 ||| <UNK> ||| 6.6666666656e-12
BAR D4 C4 C4 ||| A3 ||| 0.0666666666627
BAR D4 C4 C4 ||| B3 ||| 0.799999999879
B3 C4 E4 ||| D4 ||| 0.599999999732
B3 C4 E4 ||| F4 ||| 0.399999999828
B3 C4 E4 ||| <UNK> ||| 1.99999999904e-11
G3 BAR G3 F#3 ||| G3 ||| 0.3793103448
G3 BAR G3 F#3 ||| B3 ||| 0.241379310328
G3 BAR G3 F#3 ||| C4 ||| 0.0344827586213
G3 BAR G3 F#3 ||| D3 ||| 0.275862068946
G3 BAR G3 F#3 ||| E3 ||| 0.0689655172391
G3 BAR G3 F#3 ||| <UNK> ||| 3.44827586178e-12
B-3 A3 B3 ||| C#4 ||| 0.249999999875
B-3 A3 B3 ||| A3 ||| 0.249999999875
B-3 A3 B3 ||| <UNK> ||| 2.4999999985e-11
B-3 A3 B3 ||| C4 ||| 0.499999999725
F4 G4 F4 ||| <UNK> ||| 9.9999999976e-12
F4 G4 F4 ||| E4 ||| 0.699999999842
F4 G4 F4 ||| G4 ||| 0.199999999962
F4 G4 F4 ||| E-4 ||| 0.099999999986
A3 G3 F#3 BAR ||| <UNK> ||| 3.33333333067e-11
A3 G3 F#3 BAR ||| E3 ||| 0.666666666167
A3 G3 F#3 BAR ||| B3 ||| 0.3333333331
G3 G#3 A#3 ||| A#3 ||| 0.666666666167
G3 G#3 A#3 ||| <UNK> ||| 3.33333333067e-11
G3 G#3 A#3 ||| B#3 ||| 0.3333333331
BAR C4 C4 B3 ||| B-3 ||| 0.099999999986
BAR C4 C4 B3 ||| A3 ||| 0.199999999962
BAR C4 C4 B3 ||| B3 ||| 0.099999999986
BAR C4 C4 B3 ||| E4 ||| 0.199999999962
BAR C4 C4 B3 ||| <UNK> ||| 9.9999999976e-12
BAR C4 C4 B3 ||| C4 ||| 0.399999999914
E4 F4 D4 BAR ||| E4 ||| 0.3333333331
E4 F4 D4 BAR ||| <UNK> ||| 3.33333333067e-11
E4 F4 D4 BAR ||| A4 ||| 0.3333333331
E4 F4 D4 BAR ||| C4 ||| 0.3333333331
G4 F4 BAR E4 ||| G4 ||| 0.0243902439035
G4 F4 BAR E4 ||| F4 ||| 0.195121951211
G4 F4 BAR E4 ||| R ||| 0.0975609756065
G4 F4 BAR E4 ||| END ||| 0.268292682914
G4 F4 BAR E4 ||| E4 ||| 0.121951219507
G4 F4 BAR E4 ||| D4 ||| 0.292682926815
G4 F4 BAR E4 ||| <UNK> ||| 2.4390243901e-12
G4 BAR G4 A4 ||| B4 ||| 0.363636363566
G4 BAR G4 A4 ||| D4 ||| 0.0909090908983
G4 BAR G4 A4 ||| G4 ||| 0.454545454455
G4 BAR G4 A4 ||| B-4 ||| 0.0909090908983
G4 BAR G4 A4 ||| <UNK> ||| 9.09090908893e-12
BAR D4 C4 B-3 BAR ||| A3 ||| 0.666666666167
BAR D4 C4 B-3 BAR ||| <UNK> ||| 3.33333333067e-11
BAR D4 C4 B-3 BAR ||| B3 ||| 0.3333333331
C4 B3 BAR E4 ||| G4 ||| 0.133333333319
C4 B3 BAR E4 ||| END ||| 0.0666666666627
C4 B3 BAR E4 ||| R ||| 0.0666666666627
C4 B3 BAR E4 ||| E4 ||| 0.266666666631
C4 B3 BAR E4 ||| F4 ||| 0.0666666666627
C4 B3 BAR E4 ||| D4 ||| 0.333333333287
C4 B3 BAR E4 ||| E3 ||| 0.0666666666627
C4 B3 BAR E4 ||| <UNK> ||| 6.6666666656e-12
BAR D4 BAR D4 D4 ||| <UNK> ||| 4.999999994e-11
BAR D4 BAR D4 D4 ||| R ||| 0.49999999945
BAR D4 BAR D4 D4 ||| C4 ||| 0.49999999945
BAR C3 G3 G3 ||| A3 ||| 0.49999999945
BAR C3 G3 G3 ||| G3 ||| 0.49999999945
BAR C3 G3 G3 ||| <UNK> ||| 4.999999994e-11
A4 D4 BAR D4 ||| E4 ||| 0.3333333331
A4 D4 BAR D4 ||| G4 ||| 0.666666666167
A4 D4 BAR D4 ||| <UNK> ||| 3.33333333067e-11
BAR C4 B3 E4 ||| END ||| 0.199999999924
BAR C4 B3 E4 ||| <UNK> ||| 1.99999999904e-11
BAR C4 B3 E4 ||| F4 ||| 0.199999999924
BAR C4 B3 E4 ||| E4 ||| 0.599999999732
B-3 A3 G3 ||| B-3 ||| 0.3333333331
B-3 A3 G3 ||| F3 ||| 0.3333333331
B-3 A3 G3 ||| G3 ||| 0.3333333331
B-3 A3 G3 ||| <UNK> ||| 3.33333333067e-11
