3
F3 E3 F3 BAR ||| F3 ||| 0.0952363945967
BAR F#3 G3 F#3 ||| E3 ||| 0.666563349864
BAR F#3 G3 F#3 ||| <UNK> ||| 3.33280008532e-06
C5 D5 C5 ||| B4 ||| 0.999765056386
C5 D5 C5 ||| <UNK> ||| 4.99880028793e-06
C3 BAR F3 E3 ||| A3 ||| 0.0499993000168
C3 BAR F3 E3 ||| F3 ||| 0.0999981000456
C3 BAR F3 E3 ||| D3 ||| 0.799981300449
C3 BAR F3 E3 ||| E3 ||| 0.0499993000168
C3 BAR F3 E3 ||| <UNK> ||| 4.99988000288e-07
BAR A2 C3 BAR F3 ||| E3 ||| 0.999765056386
BAR A2 C3 BAR F3 ||| <UNK> ||| 4.99880028793e-06
D3 C#3 BAR D3 ||| D4 ||| 0.124993750375
D3 C#3 BAR D3 ||| A2 ||| 0.249986250825
D3 C#3 BAR D3 ||| E3 ||| 0.624963752175
D3 C#3 BAR D3 ||| <UNK> ||| 1.2499250045e-06
C#4 D4 D3 ||| A3 ||| 0.999530225492
C#4 D4 D3 ||| <UNK> ||| 9.99520230289e-06
A3 E3 A3 BAR ||| D4 ||| 0.199991400413
A3 E3 A3 BAR ||| D3 ||| 0.699967401565
A3 E3 A3 BAR ||| E3 ||| 0.0999962001824
A3 E3 A3 BAR ||| <UNK> ||| 9.99952002304e-07
B3 C4 E3 BAR ||| <UNK> ||| 1.2499250045e-06
B3 C4 E3 BAR ||| A3 ||| 0.249986250825
B3 C4 E3 BAR ||| F3 ||| 0.374978751275
B3 C4 E3 BAR ||| F#3 ||| 0.124993750375
B3 C4 E3 BAR ||| D3 ||| 0.249986250825
BAR E3 F#3 G#3 ||| A3 ||| 0.636336778032
BAR E3 F#3 G#3 ||| F#3 ||| 0.0909060331913
BAR E3 F#3 G#3 ||| E3 ||| 0.272716281471
BAR E3 F#3 G#3 ||| <UNK> ||| 9.090512414e-07
BAR C4 C4 ||| B3 ||| 0.428543471305
BAR C4 C4 ||| <UNK> ||| 1.4284734761e-06
BAR C4 C4 ||| F3 ||| 0.142848776084
BAR C4 C4 ||| F4 ||| 0.285696123694
BAR C4 C4 ||| C4 ||| 0.142848776084
B-3 G3 BAR A3 ||| <UNK> ||| 9.99520230289e-06
B-3 G3 BAR A3 ||| B3 ||| 0.999530225492
C3 BAR F3 A3 ||| G3 ||| 0.999765056386
C3 BAR F3 A3 ||| <UNK> ||| 4.99880028793e-06
G3 G2 BAR E3 ||| A3 ||| 0.999530225492
G3 G2 BAR E3 ||| <UNK> ||| 9.99520230289e-06
C4 R BAR B3 ||| <UNK> ||| 4.99880028793e-06
C4 R BAR B3 ||| C4 ||| 0.999765056386
F#3 G3 D3 BAR ||| G2 ||| 0.999921672933
F#3 G3 D3 BAR ||| <UNK> ||| 1.666533344e-06
F#3 E3 C3 ||| D3 ||| 0.999843358396
F#3 E3 C3 ||| <UNK> ||| 3.33280008532e-06
F3 BAR R B2 ||| C3 ||| 0.999530225492
F3 BAR R B2 ||| <UNK> ||| 9.99520230289e-06
BAR D4 C5 B-4 ||| A4 ||| 0.999530225492
BAR D4 C5 B-4 ||| <UNK> ||| 9.99520230289e-06
G4 BAR C4 C5 BAR ||| G4 ||| 0.499885027593
G4 BAR C4 C5 BAR ||| A4 ||| 0.499885027593
G4 BAR C4 C5 BAR ||| <UNK> ||| 4.99880028793e-06
C3 BAR B2 E3 BAR ||| D3 ||| 0.999765056386
C3 BAR B2 E3 BAR ||| <UNK> ||| 4.99880028793e-06
E3 A2 C3 BAR ||| G3 ||| 0.999765056386
E3 A2 C3 BAR ||| <UNK> ||| 4.99880028793e-06
C3 B2 E3 ||| C3 ||| 0.999843358396
C3 B2 E3 ||| <UNK> ||| 3.33280008532e-06
D4 G4 G4 ||| F4 ||| 0.999765056386
D4 G4 G4 ||| <UNK> ||| 4.99880028793e-06
C#3 D3 E3 BAR ||| F3 ||| 0.666563349864
C#3 D3 E3 BAR ||| F#3 ||| 0.333283341332
C#3 D3 E3 BAR ||| <UNK> ||| 3.33280008532e-06
G3 C4 BAR A4 ||| G4 ||| 0.999530225492
G3 C4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
A3 F3 E3 BAR ||| D#3 ||| 0.999530225492
A3 F3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
C4 D4 BAR G3 ||| G4 ||| 0.0909075620168
C4 D4 BAR G3 ||| F4 ||| 0.0454540082762
C4 D4 BAR G3 ||| E4 ||| 0.0909075620168
C4 D4 BAR G3 ||| A3 ||| 0.227268223239
C4 D4 BAR G3 ||| R ||| 0.136361115757
C4 D4 BAR G3 ||| B3 ||| 0.0454540082762
C4 D4 BAR G3 ||| G3 ||| 0.0909075620168
C4 D4 BAR G3 ||| D4 ||| 0.0909075620168
C4 D4 BAR G3 ||| <UNK> ||| 4.54535537406e-07
C4 D4 BAR G3 ||| C5 ||| 0.0454540082762
C4 D4 BAR G3 ||| C4 ||| 0.136361115757
F4 E4 G4 BAR ||| <UNK> ||| 2.499700036e-06
F4 E4 G4 BAR ||| C4 ||| 0.999882514098
C3 BAR B2 A2 ||| F3 ||| 0.199991400413
C3 BAR B2 A2 ||| G2 ||| 0.299986600643
C3 BAR B2 A2 ||| G#2 ||| 0.0999962001824
C3 BAR B2 A2 ||| D3 ||| 0.0999962001824
C3 BAR B2 A2 ||| E3 ||| 0.299986600643
C3 BAR B2 A2 ||| <UNK> ||| 9.99952002304e-07
C3 B3 BAR A3 ||| A#3 ||| 0.999765056386
C3 B3 BAR A3 ||| <UNK> ||| 4.99880028793e-06
BAR G3 A3 BAR A3 ||| G3 ||| 0.999530225492
BAR G3 A3 BAR A3 ||| <UNK> ||| 9.99520230289e-06
BAR A3 BAR A3 B3 ||| C#4 ||| 0.0909060331913
BAR A3 BAR A3 B3 ||| <UNK> ||| 9.090512414e-07
BAR A3 BAR A3 B3 ||| C4 ||| 0.909052150452
A2 BAR E3 BAR E3 ||| A3 ||| 0.999765056386
A2 BAR E3 BAR E3 ||| <UNK> ||| 4.99880028793e-06
D4 G3 A4 ||| D4 ||| 0.999530225492
D4 G3 A4 ||| <UNK> ||| 9.99520230289e-06
BAR C4 C#4 A3 ||| D4 ||| 0.999765056386
BAR C4 C#4 A3 ||| <UNK> ||| 4.99880028793e-06
D4 C#4 D4 ||| E4 ||| 0.399963603494
D4 C#4 D4 ||| <UNK> ||| 1.99980801843e-06
D4 C#4 D4 ||| C4 ||| 0.599944405337
A3 E3 BAR C4 ||| <UNK> ||| 9.99520230289e-06
A3 E3 BAR C4 ||| B3 ||| 0.999530225492
C4 C4 BAR F4 ||| G4 ||| 0.0588224567777
C4 C4 BAR F4 ||| C#4 ||| 0.0588224567777
C4 C4 BAR F4 ||| E4 ||| 0.647041142368
C4 C4 BAR F4 ||| D4 ||| 0.0588224567777
C4 C4 BAR F4 ||| C4 ||| 0.176466193896
C4 C4 BAR F4 ||| <UNK> ||| 5.8821868559e-07
C4 R BAR R ||| <UNK> ||| 9.99520230289e-06
C4 R BAR R ||| C4 ||| 0.999530225492
BAR G3 G2 G#3 BAR ||| A3 ||| 0.999765056386
BAR G3 G2 G#3 BAR ||| <UNK> ||| 4.99880028793e-06
E4 D4 BAR C4 ||| F#3 ||| 0.0188679423281
E4 D4 BAR C4 ||| F4 ||| 0.0188679423281
E4 D4 BAR C4 ||| A3 ||| 0.150942217882
E4 D4 BAR C4 ||| G#3 ||| 0.0188679423281
E4 D4 BAR C4 ||| R ||| 0.0188679423281
E4 D4 BAR C4 ||| B3 ||| 0.396223015339
E4 D4 BAR C4 ||| C3 ||| 0.0188679423281
E4 D4 BAR C4 ||| E4 ||| 0.0566034496291
E4 D4 BAR C4 ||| D4 ||| 0.207545478833
E4 D4 BAR C4 ||| <UNK> ||| 1.88677536505e-07
E4 D4 BAR C4 ||| C4 ||| 0.0943389569302
BAR E4 C4 B3 ||| E4 ||| 0.399963603494
BAR E4 C4 B3 ||| A3 ||| 0.399963603494
BAR E4 C4 B3 ||| <UNK> ||| 1.99980801843e-06
BAR E4 C4 B3 ||| C4 ||| 0.199982801651
G3 G3 F3 BAR ||| E3 ||| 0.999963847489
G3 G3 F3 BAR ||| <UNK> ||| 7.69202367913e-07
F#3 G3 C4 BAR ||| <UNK> ||| 9.99520230289e-06
F#3 G3 C4 BAR ||| C4 ||| 0.999530225492
D4 BAR A4 B3 BAR ||| <UNK> ||| 9.99520230289e-06
D4 BAR A4 B3 BAR ||| C4 ||| 0.999530225492
A4 G4 BAR C5 ||| F4 ||| 0.999530225492
A4 G4 BAR C5 ||| <UNK> ||| 9.99520230289e-06
BAR A3 A3 BAR A4 ||| G#4 ||| 0.999843358396
BAR A3 A3 BAR A4 ||| <UNK> ||| 3.33280008532e-06
D4 E4 F4 ||| G4 ||| 0.51218936949
D4 E4 F4 ||| G#3 ||| 0.024390202261
D4 E4 F4 ||| E4 ||| 0.34145966096
D4 E4 F4 ||| D4 ||| 0.0975600773454
D4 E4 F4 ||| C4 ||| 0.024390202261
D4 E4 F4 ||| <UNK> ||| 2.43899583615e-07
BAR A3 F3 C4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A3 F3 C4 BAR ||| C4 ||| 0.999530225492
E3 A2 A3 BAR ||| G3 ||| 0.166663750058
E3 A2 A3 BAR ||| A3 ||| 0.124997916708
E3 A2 A3 BAR ||| D#3 ||| 0.0416662500083
E3 A2 A3 BAR ||| G#3 ||| 0.0833320833583
E3 A2 A3 BAR ||| B3 ||| 0.249995416758
E3 A2 A3 BAR ||| D4 ||| 0.0416662500083
E3 A2 A3 BAR ||| D3 ||| 0.0416662500083
E3 A2 A3 BAR ||| E3 ||| 0.249995416758
E3 A2 A3 BAR ||| <UNK> ||| 4.166583335e-07
D3 G3 F#3 ||| E3 ||| 0.999882514098
D3 G3 F#3 ||| <UNK> ||| 2.499700036e-06
BAR A3 G3 BAR D3 ||| E3 ||| 0.999530225492
BAR A3 G3 BAR D3 ||| <UNK> ||| 9.99520230289e-06
BAR C4 E4 F4 ||| G#3 ||| 0.999765056386
BAR C4 E4 F4 ||| <UNK> ||| 4.99880028793e-06
A3 E4 BAR B3 ||| <UNK> ||| 9.99520230289e-06
A3 E4 BAR B3 ||| C4 ||| 0.999530225492
G#4 BAR A4 R ||| E4 ||| 0.999765056386
G#4 BAR A4 R ||| <UNK> ||| 4.99880028793e-06
A3 BAR G#3 G3 ||| F#3 ||| 0.999765056386
A3 BAR G#3 G3 ||| <UNK> ||| 4.99880028793e-06
B2 C#3 D3 ||| E3 ||| 0.999530225492
B2 C#3 D3 ||| <UNK> ||| 9.99520230289e-06
BAR E4 R G#4 BAR ||| A4 ||| 0.999765056386
BAR E4 R G#4 BAR ||| <UNK> ||| 4.99880028793e-06
A2 E3 A2 ||| END ||| 0.999530225492
A2 E3 A2 ||| <UNK> ||| 9.99520230289e-06
BAR C#4 D#4 D#4 ||| E4 ||| 0.999765056386
BAR C#4 D#4 D#4 ||| <UNK> ||| 4.99880028793e-06
BAR R G3 F3 ||| E3 ||| 0.999530225492
BAR R G3 F3 ||| <UNK> ||| 9.99520230289e-06
F4 D4 BAR A4 ||| <UNK> ||| 4.99880028793e-06
F4 D4 BAR A4 ||| F#4 ||| 0.499885027593
F4 D4 BAR A4 ||| B3 ||| 0.499885027593
G3 C3 C#3 BAR ||| D3 ||| 0.999530225492
G3 C3 C#3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A3 R F2 BAR ||| G2 ||| 0.999530225492
BAR A3 R F2 BAR ||| <UNK> ||| 9.99520230289e-06
D3 C3 A2 ||| <UNK> ||| 2.499700036e-06
D3 C3 A2 ||| B2 ||| 0.2499725033
D3 C3 A2 ||| E3 ||| 0.499942506899
D3 C3 A2 ||| D3 ||| 0.2499725033
B3 BAR A3 G3 ||| F3 ||| 0.714279770459
B3 BAR A3 G3 ||| A3 ||| 0.0535711479616
B3 BAR A3 G3 ||| F#3 ||| 0.142856096948
B3 BAR A3 G3 ||| D4 ||| 0.0178571683671
B3 BAR A3 G3 ||| <UNK> ||| 1.78569897972e-07
B3 BAR A3 G3 ||| D3 ||| 0.0357141581644
B3 BAR A3 G3 ||| C4 ||| 0.0357141581644
B3 D4 BAR D4 ||| <UNK> ||| 9.99520230289e-06
B3 D4 BAR D4 ||| C4 ||| 0.999530225492
G3 E3 G3 BAR ||| C3 ||| 0.999530225492
G3 E3 G3 BAR ||| <UNK> ||| 9.99520230289e-06
C4 BAR G3 C3 ||| END ||| 0.999765056386
C4 BAR G3 C3 ||| <UNK> ||| 4.99880028793e-06
B2 BAR C3 C2 ||| G2 ||| 0.999530225492
B2 BAR C3 C2 ||| <UNK> ||| 9.99520230289e-06
C#3 D3 A2 ||| A3 ||| 0.142848776084
C#3 D3 A2 ||| A2 ||| 0.142848776084
C#3 D3 A2 ||| B2 ||| 0.142848776084
C#3 D3 A2 ||| C3 ||| 0.285696123694
C#3 D3 A2 ||| D3 ||| 0.285696123694
C#3 D3 A2 ||| <UNK> ||| 1.4284734761e-06
B3 A3 D4 ||| <UNK> ||| 1.2499250045e-06
B3 A3 D4 ||| E4 ||| 0.499971251725
B3 A3 D4 ||| C4 ||| 0.124993750375
B3 A3 D4 ||| G3 ||| 0.124993750375
B3 A3 D4 ||| B3 ||| 0.249986250825
BAR G3 A3 G3 BAR ||| F#3 ||| 0.999530225492
BAR G3 A3 G3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR F3 E4 BAR D4 ||| <UNK> ||| 9.99520230289e-06
BAR F3 E4 BAR D4 ||| C4 ||| 0.999530225492
BAR A4 G4 BAR F4 ||| E4 ||| 0.666563349864
BAR A4 G4 BAR F4 ||| D4 ||| 0.333283341332
BAR A4 G4 BAR F4 ||| <UNK> ||| 3.33280008532e-06
C4 C5 B4 BAR ||| A4 ||| 0.999906009023
C4 C5 B4 BAR ||| <UNK> ||| 1.99980801843e-06
F3 E3 C3 ||| F3 ||| 0.749956252625
F3 E3 C3 ||| G3 ||| 0.124993750375
F3 E3 C3 ||| G2 ||| 0.124993750375
F3 E3 C3 ||| <UNK> ||| 1.2499250045e-06
BAR C4 D4 D3 BAR ||| G3 ||| 0.999765056386
BAR C4 D4 D3 BAR ||| <UNK> ||| 4.99880028793e-06
E3 B2 C#3 BAR ||| D3 ||| 0.999530225492
E3 B2 C#3 BAR ||| <UNK> ||| 9.99520230289e-06
G3 D4 C4 BAR ||| <UNK> ||| 3.33280008532e-06
G3 D4 C4 BAR ||| B3 ||| 0.999843358396
E3 C3 D3 ||| E3 ||| 0.999765056386
E3 C3 D3 ||| <UNK> ||| 4.99880028793e-06
C3 BAR G3 R ||| G3 ||| 0.999530225492
C3 BAR G3 R ||| <UNK> ||| 9.99520230289e-06
BAR C3 G3 F#3 ||| G3 ||| 0.999530225492
BAR C3 G3 F#3 ||| <UNK> ||| 9.99520230289e-06
BAR E4 E4 BAR A4 ||| G4 ||| 0.999530225492
BAR E4 E4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
BAR D4 D3 A3 ||| A3 ||| 0.499971251725
BAR D4 D3 A3 ||| C#3 ||| 0.124993750375
BAR D4 D3 A3 ||| G#3 ||| 0.124993750375
BAR D4 D3 A3 ||| A4 ||| 0.124993750375
BAR D4 D3 A3 ||| C4 ||| 0.124993750375
BAR D4 D3 A3 ||| <UNK> ||| 1.2499250045e-06
A2 B2 BAR E2 ||| E3 ||| 0.999530225492
A2 B2 BAR E2 ||| <UNK> ||| 9.99520230289e-06
G3 C3 BAR R ||| C3 ||| 0.166655000933
G3 C3 BAR R ||| <UNK> ||| 1.666533344e-06
G3 C3 BAR R ||| C4 ||| 0.833268338533
BAR A3 G4 F#4 BAR ||| G4 ||| 0.999530225492
BAR A3 G4 F#4 BAR ||| <UNK> ||| 9.99520230289e-06
F3 E3 F3 ||| F#3 ||| 0.0967730177081
F3 E3 F3 ||| G3 ||| 0.387091103106
F3 E3 F3 ||| D3 ||| 0.258060842929
F3 E3 F3 ||| E3 ||| 0.258060842929
F3 E3 F3 ||| <UNK> ||| 3.22575650442e-07
B-3 C4 D4 ||| <UNK> ||| 3.33280008532e-06
B-3 C4 D4 ||| B3 ||| 0.666563349864
B-3 C4 D4 ||| C4 ||| 0.333283341332
G2 D3 E3 BAR ||| B2 ||| 0.999530225492
G2 D3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR G3 BAR F3 C3 ||| D3 ||| 0.999530225492
BAR G3 BAR F3 C3 ||| <UNK> ||| 9.99520230289e-06
G#2 BAR A2 C3 ||| D3 ||| 0.999765056386
G#2 BAR A2 C3 ||| <UNK> ||| 4.99880028793e-06
BAR A3 C3 D3 ||| D#3 ||| 0.142848776084
BAR A3 C3 D3 ||| E3 ||| 0.857085514136
BAR A3 C3 D3 ||| <UNK> ||| 1.4284734761e-06
C3 G3 G3 BAR ||| C3 ||| 0.749912510499
C3 G3 G3 BAR ||| <UNK> ||| 2.499700036e-06
C3 G3 G3 BAR ||| C4 ||| 0.2499725033
G3 F3 F3 BAR ||| E3 ||| 0.999530225492
G3 F3 F3 BAR ||| <UNK> ||| 9.99520230289e-06
R B3 BAR C4 ||| A3 ||| 0.499885027593
R B3 BAR C4 ||| <UNK> ||| 4.99880028793e-06
R B3 BAR C4 ||| B3 ||| 0.499885027593
BAR B3 C4 B3 ||| A3 ||| 0.999973889585
BAR B3 C4 B3 ||| <UNK> ||| 5.55540741136e-07
BAR D3 C3 G3 ||| G3 ||| 0.749912510499
BAR D3 C3 G3 ||| E3 ||| 0.2499725033
BAR D3 C3 G3 ||| <UNK> ||| 2.499700036e-06
R C3 D3 BAR ||| E3 ||| 0.999843358396
R C3 D3 BAR ||| <UNK> ||| 3.33280008532e-06
BAR C4 G3 C4 ||| E4 ||| 0.333308335333
BAR C4 G3 C4 ||| A3 ||| 0.166655000933
BAR C4 G3 C4 ||| <UNK> ||| 1.666533344e-06
BAR C4 G3 C4 ||| END ||| 0.166655000933
BAR C4 G3 C4 ||| C4 ||| 0.333308335333
B2 A2 E3 BAR ||| A3 ||| 0.999530225492
B2 A2 E3 BAR ||| <UNK> ||| 9.99520230289e-06
D4 BAR E4 A3 ||| D4 ||| 0.999530225492
D4 BAR E4 A3 ||| <UNK> ||| 9.99520230289e-06
A2 BAR E3 D3 ||| C3 ||| 0.499885027593
A2 BAR E3 D3 ||| G3 ||| 0.499885027593
A2 BAR E3 D3 ||| <UNK> ||| 4.99880028793e-06
C4 BAR F3 BAR R BAR ||| R ||| 0.999530225492
C4 BAR F3 BAR R BAR ||| <UNK> ||| 9.99520230289e-06
D4 G3 D4 ||| E4 ||| 0.999530225492
D4 G3 D4 ||| <UNK> ||| 9.99520230289e-06
R D4 BAR A3 ||| F3 ||| 0.999530225492
R D4 BAR A3 ||| <UNK> ||| 9.99520230289e-06
R BAR A3 G3 ||| F3 ||| 0.999921672933
R BAR A3 G3 ||| <UNK> ||| 1.666533344e-06
BAR E4 E4 D4 ||| C#4 ||| 0.499885027593
BAR E4 E4 D4 ||| <UNK> ||| 4.99880028793e-06
BAR E4 E4 D4 ||| C4 ||| 0.499885027593
C4 C3 BAR C4 ||| <UNK> ||| 4.99880028793e-06
C4 C3 BAR C4 ||| B3 ||| 0.499885027593
C4 C3 BAR C4 ||| C4 ||| 0.499885027593
G4 A4 BAR F4 ||| D4 ||| 0.999530225492
G4 A4 BAR F4 ||| <UNK> ||| 9.99520230289e-06
BAR E3 C3 D3 BAR ||| G3 ||| 0.666563349864
BAR E3 C3 D3 BAR ||| G2 ||| 0.333283341332
BAR E3 C3 D3 BAR ||| <UNK> ||| 3.33280008532e-06
C4 F3 BAR C4 ||| B-3 ||| 0.499885027593
C4 F3 BAR C4 ||| <UNK> ||| 4.99880028793e-06
C4 F3 BAR C4 ||| B3 ||| 0.499885027593
E3 BAR F3 F4 ||| E4 ||| 0.999765056386
E3 BAR F3 F4 ||| <UNK> ||| 4.99880028793e-06
F#4 BAR G4 F4 ||| E4 ||| 0.999843358396
F#4 BAR G4 F4 ||| <UNK> ||| 3.33280008532e-06
B3 A3 E4 BAR ||| <UNK> ||| 9.99520230289e-06
B3 A3 E4 BAR ||| B3 ||| 0.999530225492
B2 BAR A2 C3 ||| F3 ||| 0.999530225492
B2 BAR A2 C3 ||| <UNK> ||| 9.99520230289e-06
D4 BAR C4 F4 ||| E4 ||| 0.999530225492
D4 BAR C4 F4 ||| <UNK> ||| 9.99520230289e-06
E2 A2 B2 ||| C3 ||| 0.999530225492
E2 A2 B2 ||| <UNK> ||| 9.99520230289e-06
D4 BAR G3 C5 ||| B4 ||| 0.999530225492
D4 BAR G3 C5 ||| <UNK> ||| 9.99520230289e-06
BAR G3 G3 BAR C3 ||| E3 ||| 0.999765056386
BAR G3 G3 BAR C3 ||| <UNK> ||| 4.99880028793e-06
BAR C3 G3 F3 ||| E3 ||| 0.999530225492
BAR C3 G3 F3 ||| <UNK> ||| 9.99520230289e-06
C4 G3 F3 ||| E3 ||| 0.999941253525
C4 G3 F3 ||| <UNK> ||| 1.2499250045e-06
BAR C3 D3 E3 ||| F#3 ||| 0.122221681484
BAR C3 D3 E3 ||| END ||| 0.0111111629627
BAR C3 D3 E3 ||| D3 ||| 0.0222222148149
BAR C3 D3 E3 ||| A3 ||| 0.09999957778
BAR C3 D3 E3 ||| F3 ||| 0.544441651867
BAR C3 D3 E3 ||| C3 ||| 0.09999957778
BAR C3 D3 E3 ||| G3 ||| 0.0111111629627
BAR C3 D3 E3 ||| A2 ||| 0.0777774740757
BAR C3 D3 E3 ||| E3 ||| 0.0111111629627
BAR C3 D3 E3 ||| <UNK> ||| 1.11110518522e-07
C#3 D3 C3 BAR ||| B2 ||| 0.999530225492
C#3 D3 C3 BAR ||| <UNK> ||| 9.99520230289e-06
F3 C4 E3 BAR ||| F#3 ||| 0.999765056386
F3 C4 E3 BAR ||| <UNK> ||| 4.99880028793e-06
R C5 BAR G4 ||| A4 ||| 0.999765056386
R C5 BAR G4 ||| <UNK> ||| 4.99880028793e-06
BAR A3 BAR G#3 ||| A3 ||| 0.749956252625
BAR A3 BAR G#3 ||| G#3 ||| 0.124993750375
BAR A3 BAR G#3 ||| E3 ||| 0.124993750375
BAR A3 BAR G#3 ||| <UNK> ||| 1.2499250045e-06
BAR A3 C4 F3 ||| E3 ||| 0.999530225492
BAR A3 C4 F3 ||| <UNK> ||| 9.99520230289e-06
C4 C4 BAR A3 ||| <UNK> ||| 4.99880028793e-06
C4 C4 BAR A3 ||| B3 ||| 0.999765056386
BAR G3 D#3 E3 ||| C3 ||| 0.2499725033
BAR G3 D#3 E3 ||| A3 ||| 0.2499725033
BAR G3 D#3 E3 ||| E3 ||| 0.499942506899
BAR G3 D#3 E3 ||| <UNK> ||| 2.499700036e-06
BAR E3 ||| F#3 ||| 0.2499725033
BAR E3 ||| D3 ||| 0.2499725033
BAR E3 ||| E3 ||| 0.499942506899
BAR E3 ||| <UNK> ||| 2.499700036e-06
A3 G3 BAR D4 ||| <UNK> ||| 3.33280008532e-06
A3 G3 BAR D4 ||| D3 ||| 0.333283341332
A3 G3 BAR D4 ||| C4 ||| 0.666563349864
C3 C4 B3 ||| A3 ||| 0.999906009023
C3 C4 B3 ||| <UNK> ||| 1.99980801843e-06
G4 C4 G4 ||| F4 ||| 0.999843358396
G4 C4 G4 ||| <UNK> ||| 3.33280008532e-06
C#4 BAR D4 C4 ||| B-3 ||| 0.999765056386
C#4 BAR D4 C4 ||| <UNK> ||| 4.99880028793e-06
F2 G2 C2 ||| C3 ||| 0.999530225492
F2 G2 C2 ||| <UNK> ||| 9.99520230289e-06
A3 C4 BAR F3 BAR ||| <UNK> ||| 9.99520230289e-06
A3 C4 BAR F3 BAR ||| C4 ||| 0.999530225492
BAR C4 BAR E4 C4 ||| F4 ||| 0.999530225492
BAR C4 BAR E4 C4 ||| <UNK> ||| 9.99520230289e-06
C3 BAR C3 B2 ||| C3 ||| 0.333308335333
C3 BAR C3 B2 ||| A2 ||| 0.499961669733
C3 BAR C3 B2 ||| E3 ||| 0.166655000933
C3 BAR C3 B2 ||| <UNK> ||| 1.666533344e-06
BAR E3 F3 C3 ||| C3 ||| 0.166655000933
BAR E3 F3 C3 ||| A3 ||| 0.166655000933
BAR E3 F3 C3 ||| D3 ||| 0.666615004133
BAR E3 F3 C3 ||| <UNK> ||| 1.666533344e-06
BAR A3 E3 BAR F3 ||| C3 ||| 0.199991400413
BAR A3 E3 BAR F3 ||| F3 ||| 0.299986600643
BAR A3 E3 BAR F3 ||| D3 ||| 0.299986600643
BAR A3 E3 BAR F3 ||| E3 ||| 0.199991400413
BAR A3 E3 BAR F3 ||| <UNK> ||| 9.99952002304e-07
B3 D4 C#4 ||| F#4 ||| 0.999530225492
B3 D4 C#4 ||| <UNK> ||| 9.99520230289e-06
G4 BAR F#4 D4 ||| G4 ||| 0.999882514098
G4 BAR F#4 D4 ||| <UNK> ||| 2.499700036e-06
F3 E3 B2 ||| C3 ||| 0.999530225492
F3 E3 B2 ||| <UNK> ||| 9.99520230289e-06
C3 BAR D3 E3 BAR ||| F3 ||| 0.999530225492
C3 BAR D3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E4 G4 C5 ||| B4 ||| 0.999530225492
BAR E4 G4 C5 ||| <UNK> ||| 9.99520230289e-06
A3 BAR D3 E3 BAR ||| A3 ||| 0.499942506899
A3 BAR D3 E3 BAR ||| F3 ||| 0.499942506899
A3 BAR D3 E3 BAR ||| <UNK> ||| 2.499700036e-06
G3 D3 BAR G2 ||| A2 ||| 0.999921672933
G3 D3 BAR G2 ||| <UNK> ||| 1.666533344e-06
D4 BAR R A3 ||| B-3 ||| 0.999530225492
D4 BAR R A3 ||| <UNK> ||| 9.99520230289e-06
D4 A4 BAR E4 ||| D4 ||| 0.999843358396
D4 A4 BAR E4 ||| <UNK> ||| 3.33280008532e-06
C3 D3 E3 BAR ||| F2 ||| 0.0277776851864
C3 D3 E3 BAR ||| F#3 ||| 0.0555550925988
C3 D3 E3 BAR ||| A3 ||| 0.0555550925988
C3 D3 E3 BAR ||| F3 ||| 0.583325833433
C3 D3 E3 BAR ||| A2 ||| 0.222219537073
C3 D3 E3 BAR ||| E3 ||| 0.0555550925988
C3 D3 E3 BAR ||| <UNK> ||| 2.77774074123e-07
C3 B2 G2 ||| C3 ||| 0.749912510499
C3 B2 G2 ||| A2 ||| 0.2499725033
C3 B2 G2 ||| <UNK> ||| 2.499700036e-06
G4 A4 BAR B-4 ||| G4 ||| 0.999530225492
G4 A4 BAR B-4 ||| <UNK> ||| 9.99520230289e-06
A3 D3 BAR A3 ||| G3 ||| 0.999530225492
A3 D3 BAR A3 ||| <UNK> ||| 9.99520230289e-06
B3 E4 E3 BAR ||| A3 ||| 0.999765056386
B3 E4 E3 BAR ||| <UNK> ||| 4.99880028793e-06
BAR R BAR R BAR ||| R ||| 0.999765056386
BAR R BAR R BAR ||| <UNK> ||| 4.99880028793e-06
BAR C3 BAR C4 G3 BAR ||| C3 ||| 0.999530225492
BAR C3 BAR C4 G3 BAR ||| <UNK> ||| 9.99520230289e-06
E4 A3 E4 BAR ||| A4 ||| 0.999530225492
E4 A3 E4 BAR ||| <UNK> ||| 9.99520230289e-06
A2 G#2 A2 ||| <UNK> ||| 1.666533344e-06
A2 G#2 A2 ||| F3 ||| 0.333308335333
A2 G#2 A2 ||| D3 ||| 0.166655000933
A2 G#2 A2 ||| B2 ||| 0.166655000933
A2 G#2 A2 ||| E2 ||| 0.333308335333
D4 A3 E3 ||| F3 ||| 0.999765056386
D4 A3 E3 ||| <UNK> ||| 4.99880028793e-06
BAR C4 R B3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C4 R B3 BAR ||| C4 ||| 0.999530225492
