3
A4 BAR G4 E4 BAR ||| F4 ||| 0.499885027593
B4 A4 BAR A4 ||| A4 ||| 0.0526307756436
B4 A4 BAR A4 ||| E4 ||| 0.105261024985
B4 A4 BAR A4 ||| D5 ||| 0.0526307756436
B4 A4 BAR A4 ||| G#4 ||| 0.315782022349
G3 C4 G3 BAR ||| A3 ||| 0.666563349864
G3 C4 G3 BAR ||| G3 ||| 0.333283341332
G3 C4 G3 BAR ||| <UNK> ||| 3.33280008532e-06
BAR C4 BAR C4 B3 ||| A3 ||| 0.874948753075
BAR C4 BAR C4 B3 ||| <UNK> ||| 1.2499250045e-06
BAR C4 BAR C4 B3 ||| B3 ||| 0.124993750375
B3 B3 G#3 BAR ||| G3 ||| 0.999530225492
B3 B3 G#3 BAR ||| <UNK> ||| 9.99520230289e-06
F4 BAR F4 B3 ||| <UNK> ||| 9.99520230289e-06
F4 BAR F4 B3 ||| C4 ||| 0.999530225492
B4 BAR C5 D5 ||| E5 ||| 0.384601953159
B4 BAR C5 D5 ||| B4 ||| 0.230761479576
B4 BAR C5 D5 ||| D5 ||| 0.230761479576
B4 BAR C5 D5 ||| G#4 ||| 0.153841242785
B4 BAR C5 D5 ||| <UNK> ||| 7.69202367913e-07
C#4 D4 F4 ||| E4 ||| 0.999765056386
C#4 D4 F4 ||| <UNK> ||| 4.99880028793e-06
A3 BAR G#3 F#3 ||| <UNK> ||| 9.99520230289e-06
A3 BAR G#3 F#3 ||| B3 ||| 0.999530225492
C#4 C4 BAR D4 ||| D4 ||| 0.999530225492
C#4 C4 BAR D4 ||| <UNK> ||| 9.99520230289e-06
G#4 A4 E4 ||| D4 ||| 0.999843358396
G#4 A4 E4 ||| <UNK> ||| 3.33280008532e-06
BAR R E4 ||| E4 ||| 0.2499725033
BAR R E4 ||| D4 ||| 0.2499725033
BAR R E4 ||| G4 ||| 0.2499725033
BAR R E4 ||| A4 ||| 0.2499725033
BAR R E4 ||| <UNK> ||| 2.499700036e-06
BAR B4 A4 G4 ||| G4 ||| 0.266658800252
BAR B4 A4 G4 ||| F#4 ||| 0.0666652000469
BAR B4 A4 G4 ||| A4 ||| 0.466652400457
BAR B4 A4 G4 ||| F4 ||| 0.133329733449
BAR B4 A4 G4 ||| C4 ||| 0.0666652000469
BAR B4 A4 G4 ||| <UNK> ||| 6.66645334016e-07
BAR E4 F#4 E4 BAR ||| E4 ||| 0.999765056386
BAR E4 F#4 E4 BAR ||| <UNK> ||| 4.99880028793e-06
E5 BAR A4 G#4 ||| A4 ||| 0.999530225492
E5 BAR A4 G#4 ||| <UNK> ||| 9.99520230289e-06
C5 BAR F5 E5 ||| E5 ||| 0.999530225492
C5 BAR F5 E5 ||| <UNK> ||| 9.99520230289e-06
F4 F#4 BAR E4 ||| E4 ||| 0.499885027593
F4 F#4 BAR E4 ||| D4 ||| 0.499885027593
F4 F#4 BAR E4 ||| <UNK> ||| 4.99880028793e-06
D5 D5 E5 ||| D5 ||| 0.999530225492
D5 D5 E5 ||| <UNK> ||| 9.99520230289e-06
BAR C4 B3 BAR G3 BAR ||| E4 ||| 0.666563349864
BAR C4 B3 BAR G3 BAR ||| <UNK> ||| 3.33280008532e-06
BAR C4 B3 BAR G3 BAR ||| C4 ||| 0.333283341332
C5 BAR C5 B-4 ||| A4 ||| 0.999906009023
C5 BAR C5 B-4 ||| <UNK> ||| 1.99980801843e-06
D4 F4 G4 ||| F4 ||| 0.999530225492
D4 F4 G4 ||| <UNK> ||| 9.99520230289e-06
BAR E5 E4 D4 BAR ||| E4 ||| 0.999530225492
BAR E5 E4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E4 A4 BAR G4 ||| F4 ||| 0.999765056386
BAR E4 A4 BAR G4 ||| <UNK> ||| 4.99880028793e-06
BAR F4 G4 A4 ||| <UNK> ||| 1.88677536505e-07
BAR F4 G4 A4 ||| G4 ||| 0.43395852264
BAR F4 G4 A4 ||| F4 ||| 0.0943389569302
BAR F4 G4 A4 ||| B4 ||| 0.150942217882
BAR F4 G4 A4 ||| A4 ||| 0.113206710581
BAR F4 G4 A4 ||| B-4 ||| 0.0754712032797
BAR F4 G4 A4 ||| E4 ||| 0.0188679423281
BAR F4 G4 A4 ||| D4 ||| 0.0754712032797
BAR F4 G4 A4 ||| D5 ||| 0.0188679423281
BAR F4 G4 A4 ||| C4 ||| 0.0188679423281
E4 G4 BAR C4 ||| F4 ||| 0.999530225492
E4 G4 BAR C4 ||| <UNK> ||| 9.99520230289e-06
G4 D4 C4 BAR ||| <UNK> ||| 3.33280008532e-06
G4 D4 C4 BAR ||| B3 ||| 0.666563349864
G4 D4 C4 BAR ||| C4 ||| 0.333283341332
D4 BAR E4 BAR R BAR ||| R ||| 0.999765056386
D4 BAR E4 BAR R BAR ||| <UNK> ||| 4.99880028793e-06
C4 C4 A3 BAR ||| B-3 ||| 0.999530225492
C4 C4 A3 BAR ||| <UNK> ||| 9.99520230289e-06
G3 F#3 G3 ||| A3 ||| 0.999530225492
G3 F#3 G3 ||| <UNK> ||| 9.99520230289e-06
G4 E4 F#4 BAR ||| D4 ||| 0.333283341332
G4 E4 F#4 BAR ||| G4 ||| 0.666563349864
G4 E4 F#4 BAR ||| <UNK> ||| 3.33280008532e-06
BAR C4 E4 A4 ||| D4 ||| 0.499885027593
BAR C4 E4 A4 ||| B-4 ||| 0.499885027593
BAR C4 E4 A4 ||| <UNK> ||| 4.99880028793e-06
C4 D4 A3 ||| <UNK> ||| 4.99880028793e-06
C4 D4 A3 ||| B3 ||| 0.999765056386
BAR C4 D4 E4 ||| G4 ||| 0.00917436326886
BAR C4 D4 E4 ||| F#4 ||| 0.0550457208996
BAR C4 D4 E4 ||| A3 ||| 0.0366971778473
BAR C4 D4 E4 ||| A4 ||| 0.0275229063211
BAR C4 D4 E4 ||| E4 ||| 0.128439893109
BAR C4 D4 E4 ||| F4 ||| 0.385319495841
BAR C4 D4 E4 ||| D4 ||| 0.266053966001
BAR C4 D4 E4 ||| <UNK> ||| 9.17427152614e-08
BAR C4 D4 E4 ||| C4 ||| 0.0917428070042
C4 C4 BAR B-3 ||| <UNK> ||| 9.99520230289e-06
C4 C4 BAR B-3 ||| C4 ||| 0.999530225492
E3 D3 E3 BAR ||| G3 ||| 0.999530225492
E3 D3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
F3 D3 G3 ||| F3 ||| 0.499885027593
F3 D3 G3 ||| G3 ||| 0.499885027593
F3 D3 G3 ||| <UNK> ||| 4.99880028793e-06
G3 B3 C4 ||| <UNK> ||| 9.99520230289e-06
G3 B3 C4 ||| B3 ||| 0.999530225492
D4 G4 B4 ||| E4 ||| 0.999530225492
D4 G4 B4 ||| <UNK> ||| 9.99520230289e-06
BAR A4 G4 G4 BAR ||| G4 ||| 0.785688062124
BAR A4 G4 G4 BAR ||| A4 ||| 0.21427908186
BAR A4 G4 G4 BAR ||| <UNK> ||| 7.14261225329e-07
D5 B4 BAR R ||| C5 ||| 0.999530225492
D5 B4 BAR R ||| <UNK> ||| 9.99520230289e-06
D5 A4 A4 BAR ||| A4 ||| 0.999530225492
D5 A4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E4 BAR F4 F4 ||| E4 ||| 0.999530225492
BAR E4 BAR F4 F4 ||| <UNK> ||| 9.99520230289e-06
C4 BAR C4 E4 ||| E4 ||| 0.499885027593
C4 BAR C4 E4 ||| F4 ||| 0.499885027593
C4 BAR C4 E4 ||| <UNK> ||| 4.99880028793e-06
G4 A4 BAR E4 ||| D4 ||| 0.499885027593
G4 A4 BAR E4 ||| A4 ||| 0.499885027593
G4 A4 BAR E4 ||| <UNK> ||| 4.99880028793e-06
B3 BAR A3 A3 ||| A3 ||| 0.46152218995
B3 BAR A3 A3 ||| R ||| 0.153841242785
B3 BAR A3 A3 ||| B3 ||| 0.0769210059936
B3 BAR A3 A3 ||| E4 ||| 0.153841242785
B3 BAR A3 A3 ||| D4 ||| 0.0769210059936
B3 BAR A3 A3 ||| <UNK> ||| 7.69202367913e-07
B3 BAR A3 A3 ||| C4 ||| 0.0769210059936
G4 A4 BAR G4 ||| <UNK> ||| 2.94113494868e-07
G4 A4 BAR G4 ||| G4 ||| 0.352936487955
G4 A4 BAR G4 ||| F#4 ||| 0.0294116436003
G4 A4 BAR G4 ||| R ||| 0.088234342574
G4 A4 BAR G4 ||| A4 ||| 0.0294116436003
G4 A4 BAR G4 ||| E4 ||| 0.0588229930872
G4 A4 BAR G4 ||| F4 ||| 0.205879740521
G4 A4 BAR G4 ||| D4 ||| 0.0588229930872
G4 A4 BAR G4 ||| D5 ||| 0.0588229930872
G4 A4 BAR G4 ||| C5 ||| 0.0588229930872
G4 A4 BAR G4 ||| C4 ||| 0.0588229930872
BAR F4 A3 E4 ||| E4 ||| 0.999530225492
BAR F4 A3 E4 ||| <UNK> ||| 9.99520230289e-06
E4 A4 A4 ||| G4 ||| 0.333283341332
E4 A4 A4 ||| F4 ||| 0.333283341332
E4 A4 A4 ||| G#4 ||| 0.333283341332
E4 A4 A4 ||| <UNK> ||| 3.33280008532e-06
BAR B3 C#4 D4 ||| D4 ||| 0.2499725033
BAR B3 C#4 D4 ||| <UNK> ||| 2.499700036e-06
BAR B3 C#4 D4 ||| G3 ||| 0.499942506899
BAR B3 C#4 D4 ||| C4 ||| 0.2499725033
BAR R A4 A4 ||| G4 ||| 0.999530225492
BAR R A4 A4 ||| <UNK> ||| 9.99520230289e-06
D5 D5 BAR G4 ||| G4 ||| 0.666563349864
D5 D5 BAR G4 ||| F#4 ||| 0.333283341332
D5 D5 BAR G4 ||| <UNK> ||| 3.33280008532e-06
E4 C4 D4 ||| E4 ||| 0.333283341332
E4 C4 D4 ||| <UNK> ||| 3.33280008532e-06
E4 C4 D4 ||| B3 ||| 0.666563349864
BAR E4 D4 E4 BAR ||| F4 ||| 0.999765056386
BAR E4 D4 E4 BAR ||| <UNK> ||| 4.99880028793e-06
BAR C5 BAR C5 G4 ||| A4 ||| 0.999765056386
BAR C5 BAR C5 G4 ||| <UNK> ||| 4.99880028793e-06
A4 F#4 D#4 BAR ||| E4 ||| 0.999530225492
A4 F#4 D#4 BAR ||| <UNK> ||| 9.99520230289e-06
E4 G3 A3 BAR ||| <UNK> ||| 4.99880028793e-06
E4 G3 A3 BAR ||| B3 ||| 0.999765056386
B3 C4 D4 BAR ||| G3 ||| 0.0357141581644
B3 C4 D4 BAR ||| C#4 ||| 0.0357141581644
B3 C4 D4 BAR ||| A4 ||| 0.0178571683671
B3 C4 D4 BAR ||| E4 ||| 0.482138903095
B3 C4 D4 BAR ||| D4 ||| 0.178570076542
B3 C4 D4 BAR ||| <UNK> ||| 1.78569897972e-07
B3 C4 D4 BAR ||| C4 ||| 0.249998035731
D4 E4 BAR A4 ||| B4 ||| 0.111106296553
D4 E4 BAR A4 ||| D4 ||| 0.111106296553
D4 E4 BAR A4 ||| G4 ||| 0.77773740956
D4 E4 BAR A4 ||| <UNK> ||| 1.11105185501e-06
BAR B3 ||| E4 ||| 0.333283341332
BAR B3 ||| <UNK> ||| 3.33280008532e-06
BAR B3 ||| B3 ||| 0.666563349864
G4 BAR E4 R ||| R ||| 0.999765056386
G4 BAR E4 R ||| <UNK> ||| 4.99880028793e-06
BAR E4 E4 BAR F4 ||| G4 ||| 0.857085514136
BAR E4 E4 BAR F4 ||| F4 ||| 0.142848776084
BAR E4 E4 BAR F4 ||| <UNK> ||| 1.4284734761e-06
G3 A3 BAR B-3 ||| A3 ||| 0.749912510499
G3 A3 BAR B-3 ||| F4 ||| 0.2499725033
G3 A3 BAR B-3 ||| <UNK> ||| 2.499700036e-06
A3 A3 BAR B3 ||| G4 ||| 0.124993750375
A3 A3 BAR B3 ||| B-3 ||| 0.124993750375
A3 A3 BAR B3 ||| A3 ||| 0.124993750375
A3 A3 BAR B3 ||| R ||| 0.124993750375
A3 A3 BAR B3 ||| B3 ||| 0.124993750375
A3 A3 BAR B3 ||| D4 ||| 0.124993750375
A3 A3 BAR B3 ||| <UNK> ||| 1.2499250045e-06
A3 A3 BAR B3 ||| C4 ||| 0.249986250825
BAR E4 G4 BAR E4 ||| E4 ||| 0.999530225492
BAR E4 G4 BAR E4 ||| <UNK> ||| 9.99520230289e-06
G4 BAR G4 BAR F4 ||| G4 ||| 0.999765056386
G4 BAR G4 BAR F4 ||| <UNK> ||| 4.99880028793e-06
BAR E4 G4 A4 ||| G4 ||| 0.999530225492
BAR E4 G4 A4 ||| <UNK> ||| 9.99520230289e-06
BAR A4 D5 E5 ||| D5 ||| 0.999765056386
BAR A4 D5 E5 ||| <UNK> ||| 4.99880028793e-06
BAR E4 A3 G#3 ||| C#4 ||| 0.999530225492
BAR E4 A3 G#3 ||| <UNK> ||| 9.99520230289e-06
E4 E3 F#3 ||| G#3 ||| 0.999530225492
E4 E3 F#3 ||| <UNK> ||| 9.99520230289e-06
B4 G#4 F#4 BAR ||| G4 ||| 0.999530225492
B4 G#4 F#4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR F4 G#3 B3 ||| E4 ||| 0.999530225492
BAR F4 G#3 B3 ||| <UNK> ||| 9.99520230289e-06
BAR D4 D4 BAR C#4 ||| D4 ||| 0.999530225492
BAR D4 D4 BAR C#4 ||| <UNK> ||| 9.99520230289e-06
F4 B3 C4 ||| D4 ||| 0.874948753075
F4 B3 C4 ||| G4 ||| 0.124993750375
F4 B3 C4 ||| <UNK> ||| 1.2499250045e-06
BAR D#4 E4 B3 ||| <UNK> ||| 9.99520230289e-06
BAR D#4 E4 B3 ||| B3 ||| 0.999530225492
B3 G3 C4 BAR ||| E4 ||| 0.166655000933
B3 G3 C4 BAR ||| D4 ||| 0.499961669733
B3 G3 C4 BAR ||| <UNK> ||| 1.666533344e-06
B3 G3 C4 BAR ||| B3 ||| 0.333308335333
F#4 F#4 E4 BAR ||| E4 ||| 0.999530225492
F#4 F#4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
R E4 BAR G4 ||| G4 ||| 0.999530225492
R E4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
C4 D4 A4 BAR ||| A4 ||| 0.999530225492
C4 D4 A4 BAR ||| <UNK> ||| 9.99520230289e-06
G4 BAR C5 D5 ||| <UNK> ||| 4.99880028793e-06
G4 BAR C5 D5 ||| G4 ||| 0.499885027593
G4 BAR C5 D5 ||| D5 ||| 0.499885027593
B3 G#3 BAR G3 ||| <UNK> ||| 9.99520230289e-06
B3 G#3 BAR G3 ||| C4 ||| 0.999530225492
C5 C5 E5 BAR ||| D5 ||| 0.999530225492
C5 C5 E5 BAR ||| <UNK> ||| 9.99520230289e-06
A4 F#4 D4 ||| G4 ||| 0.666563349864
A4 F#4 D4 ||| A4 ||| 0.333283341332
A4 F#4 D4 ||| <UNK> ||| 3.33280008532e-06
G4 G4 B3 BAR ||| A3 ||| 0.499885027593
G4 G4 B3 BAR ||| <UNK> ||| 4.99880028793e-06
G4 G4 B3 BAR ||| C4 ||| 0.499885027593
BAR A3 A3 G#3 ||| A3 ||| 0.999530225492
BAR A3 A3 G#3 ||| <UNK> ||| 9.99520230289e-06
BAR G4 BAR F4 ||| G4 ||| 0.444421853057
BAR G4 BAR F4 ||| F4 ||| 0.555527038558
BAR G4 BAR F4 ||| <UNK> ||| 1.11105185501e-06
D4 A4 G#4 BAR ||| E4 ||| 0.999530225492
D4 A4 G#4 BAR ||| <UNK> ||| 9.99520230289e-06
G#4 BAR E4 BAR A4 ||| E4 ||| 0.454526529751
G#4 BAR E4 BAR A4 ||| G4 ||| 0.363621405611
G#4 BAR E4 BAR A4 ||| A4 ||| 0.181811157331
G#4 BAR E4 BAR A4 ||| <UNK> ||| 9.090512414e-07
BAR F3 G3 C4 ||| B-3 ||| 0.499885027593
BAR F3 G3 C4 ||| <UNK> ||| 4.99880028793e-06
BAR F3 G3 C4 ||| C4 ||| 0.499885027593
BAR E4 R G4 BAR ||| G4 ||| 0.749956252625
BAR E4 R G4 BAR ||| F4 ||| 0.124993750375
BAR E4 R G4 BAR ||| A4 ||| 0.124993750375
BAR E4 R G4 BAR ||| <UNK> ||| 1.2499250045e-06
BAR E5 E5 BAR C5 ||| C5 ||| 0.999530225492
BAR E5 E5 BAR C5 ||| <UNK> ||| 9.99520230289e-06
R C4 BAR C4 ||| D4 ||| 0.428543471305
R C4 BAR C4 ||| <UNK> ||| 1.4284734761e-06
R C4 BAR C4 ||| B3 ||| 0.571390818915
BAR A4 G#4 BAR C5 ||| B4 ||| 0.999530225492
BAR A4 G#4 BAR C5 ||| <UNK> ||| 9.99520230289e-06
BAR E4 E4 C4 ||| D4 ||| 0.499885027593
BAR E4 E4 C4 ||| <UNK> ||| 4.99880028793e-06
BAR E4 E4 C4 ||| B3 ||| 0.499885027593
A4 B-4 A4 BAR ||| <UNK> ||| 1.4284734761e-06
A4 B-4 A4 BAR ||| G4 ||| 0.142848776084
A4 B-4 A4 BAR ||| A4 ||| 0.571390818915
A4 B-4 A4 BAR ||| G#4 ||| 0.285696123694
C4 F4 G4 ||| E4 ||| 0.333283341332
C4 F4 G4 ||| G4 ||| 0.333283341332
C4 F4 G4 ||| A4 ||| 0.333283341332
C4 F4 G4 ||| <UNK> ||| 3.33280008532e-06
BAR E4 A4 B4 BAR ||| E4 ||| 0.666563349864
BAR E4 A4 B4 BAR ||| C5 ||| 0.333283341332
BAR E4 A4 B4 BAR ||| <UNK> ||| 3.33280008532e-06
R A3 BAR B3 ||| <UNK> ||| 9.99520230289e-06
R A3 BAR B3 ||| B3 ||| 0.999530225492
G4 BAR F4 C5 ||| B4 ||| 0.999765056386
G4 BAR F4 C5 ||| <UNK> ||| 4.99880028793e-06
B3 A3 BAR F4 ||| E4 ||| 0.999765056386
B3 A3 BAR F4 ||| <UNK> ||| 4.99880028793e-06
BAR A3 G3 A3 ||| <UNK> ||| 3.33280008532e-06
BAR A3 G3 A3 ||| B3 ||| 0.999843358396
BAR G4 BAR G4 ||| G4 ||| 0.571390818915
BAR G4 BAR G4 ||| F4 ||| 0.142848776084
BAR G4 BAR G4 ||| A4 ||| 0.142848776084
BAR G4 BAR G4 ||| B-4 ||| 0.142848776084
BAR G4 BAR G4 ||| <UNK> ||| 1.4284734761e-06
BAR E4 BAR ||| G4 ||| 0.10605998623
BAR E4 BAR ||| F4 ||| 0.136362796149
BAR E4 BAR ||| A4 ||| 0.030302961433
BAR E4 BAR ||| E4 ||| 0.499996515177
BAR E4 BAR ||| D4 ||| 0.227271225906
BAR E4 BAR ||| <UNK> ||| 1.51514049595e-07
BAR C5 D5 E5 ||| E5 ||| 0.285705204393
BAR C5 D5 E5 ||| <UNK> ||| 7.14261225329e-07
BAR C5 D5 E5 ||| D5 ||| 0.285705204393
BAR C5 D5 E5 ||| A4 ||| 0.21427908186
BAR C5 D5 E5 ||| F5 ||| 0.21427908186
A4 D4 F4 BAR ||| G4 ||| 0.999530225492
A4 D4 F4 BAR ||| <UNK> ||| 9.99520230289e-06
D#4 BAR B3 E4 ||| E4 ||| 0.999765056386
D#4 BAR B3 E4 ||| <UNK> ||| 4.99880028793e-06
BAR B3 B3 C#4 BAR ||| D4 ||| 0.999530225492
BAR B3 B3 C#4 BAR ||| <UNK> ||| 9.99520230289e-06
A3 A3 B3 ||| <UNK> ||| 1.2499250045e-06
A3 A3 B3 ||| C#4 ||| 0.124993750375
A3 A3 B3 ||| A3 ||| 0.124993750375
A3 A3 B3 ||| C4 ||| 0.624963752175
A3 A3 B3 ||| B3 ||| 0.124993750375
E4 BAR D#4 F#4 ||| B4 ||| 0.999530225492
E4 BAR D#4 F#4 ||| <UNK> ||| 9.99520230289e-06
E4 E5 BAR E5 ||| A4 ||| 0.999530225492
E4 E5 BAR E5 ||| <UNK> ||| 9.99520230289e-06
F4 B3 G4 ||| F4 ||| 0.999530225492
F4 B3 G4 ||| <UNK> ||| 9.99520230289e-06
D4 BAR C4 C5 ||| B4 ||| 0.499942506899
D4 BAR C4 C5 ||| C5 ||| 0.2499725033
D4 BAR C4 C5 ||| B-4 ||| 0.2499725033
D4 BAR C4 C5 ||| <UNK> ||| 2.499700036e-06
F#4 BAR D4 G4 ||| G4 ||| 0.999530225492
F#4 BAR D4 G4 ||| <UNK> ||| 9.99520230289e-06
BAR E3 A3 G3 BAR ||| F#3 ||| 0.999530225492
BAR E3 A3 G3 BAR ||| <UNK> ||| 9.99520230289e-06
C5 B4 BAR A4 ||| G4 ||| 0.189187005142
C5 B4 BAR A4 ||| F5 ||| 0.0810802994988
C5 B4 BAR A4 ||| B4 ||| 0.189187005142
C5 B4 BAR A4 ||| R ||| 0.0540536230881
C5 B4 BAR A4 ||| A4 ||| 0.378373740016
C5 B4 BAR A4 ||| D5 ||| 0.10810697591
C5 B4 BAR A4 ||| <UNK> ||| 2.70266764107e-07
A4 BAR G#4 G#4 BAR ||| A4 ||| 0.999530225492
A4 BAR G#4 G#4 BAR ||| <UNK> ||| 9.99520230289e-06
D4 G4 BAR A4 ||| F4 ||| 0.999530225492
D4 G4 BAR A4 ||| <UNK> ||| 9.99520230289e-06
BAR E4 G4 G4 BAR ||| F4 ||| 0.999530225492
BAR E4 G4 G4 BAR ||| <UNK> ||| 9.99520230289e-06
B3 C4 F4 ||| E4 ||| 0.999947780563
B3 C4 F4 ||| <UNK> ||| 1.11105185501e-06
C4 E4 BAR A4 ||| G4 ||| 0.79992520718
C4 E4 BAR A4 ||| F4 ||| 0.199982801651
C4 E4 BAR A4 ||| <UNK> ||| 1.99980801843e-06
E4 BAR F4 R ||| C5 ||| 0.999765056386
E4 BAR F4 R ||| <UNK> ||| 4.99880028793e-06
BAR C5 B-4 C5 ||| D5 ||| 0.499885027593
BAR C5 B-4 C5 ||| C5 ||| 0.499885027593
BAR C5 B-4 C5 ||| <UNK> ||| 4.99880028793e-06
BAR E4 B4 B4 ||| A4 ||| 0.999765056386
BAR E4 B4 B4 ||| <UNK> ||| 4.99880028793e-06
BAR D4 D4 G3 ||| A3 ||| 0.499885027593
BAR D4 D4 G3 ||| G3 ||| 0.499885027593
BAR D4 D4 G3 ||| <UNK> ||| 4.99880028793e-06
C5 E5 A4 BAR ||| A4 ||| 0.999530225492
C5 E5 A4 BAR ||| <UNK> ||| 9.99520230289e-06
G4 E-4 BAR D4 ||| E4 ||| 0.999530225492
G4 E-4 BAR D4 ||| <UNK> ||| 9.99520230289e-06
BAR B3 E4 ||| D4 ||| 0.999530225492
BAR B3 E4 ||| <UNK> ||| 9.99520230289e-06
G4 BAR G4 A-4 ||| D4 ||| 0.999530225492
G4 BAR G4 A-4 ||| <UNK> ||| 9.99520230289e-06
C4 D4 C#4 ||| END ||| 0.999843358396
C4 D4 C#4 ||| <UNK> ||| 3.33280008532e-06
A-4 D4 E-4 BAR ||| D4 ||| 0.999530225492
A-4 D4 E-4 BAR ||| <UNK> ||| 9.99520230289e-06
F4 E4 BAR D#4 ||| E4 ||| 0.999530225492
F4 E4 BAR D#4 ||| <UNK> ||| 9.99520230289e-06
A3 B3 F4 BAR ||| E4 ||| 0.999530225492
A3 B3 F4 BAR ||| <UNK> ||| 9.99520230289e-06
G3 BAR D4 E4 ||| <UNK> ||| 9.99520230289e-06
G3 BAR D4 E4 ||| B3 ||| 0.999530225492
BAR R D4 E4 ||| F4 ||| 0.999530225492
BAR R D4 E4 ||| <UNK> ||| 9.99520230289e-06
E4 E4 A4 BAR ||| D4 ||| 0.199982801651
E4 E4 A4 BAR ||| G4 ||| 0.199982801651
E4 E4 A4 BAR ||| A4 ||| 0.599944405337
E4 E4 A4 BAR ||| <UNK> ||| 1.99980801843e-06
BAR G#4 A4 E5 ||| D5 ||| 0.999765056386
BAR G#4 A4 E5 ||| <UNK> ||| 4.99880028793e-06
C4 BAR D4 D4 ||| G4 ||| 0.0526307756436
C4 BAR D4 D4 ||| C#4 ||| 0.105261024985
C4 BAR D4 D4 ||| E4 ||| 0.36841227169
C4 BAR D4 D4 ||| D4 ||| 0.263151773008
C4 BAR D4 D4 ||| C4 ||| 0.210521523667
C4 BAR D4 D4 ||| <UNK> ||| 5.26302493411e-07
G4 E4 D4 ||| D4 ||| 0.749912510499
G4 E4 D4 ||| G4 ||| 0.2499725033
G4 E4 D4 ||| <UNK> ||| 2.499700036e-06
R E4 A4 ||| A4 ||| 0.999530225492
R E4 A4 ||| <UNK> ||| 9.99520230289e-06
BAR G4 BAR C5 G4 BAR ||| G4 ||| 0.999530225492
BAR G4 BAR C5 G4 BAR ||| <UNK> ||| 9.99520230289e-06
F4 E-4 D4 ||| <UNK> ||| 2.499700036e-06
F4 E-4 D4 ||| E-4 ||| 0.2499725033
F4 E-4 D4 ||| C4 ||| 0.2499725033
F4 E-4 D4 ||| G4 ||| 0.2499725033
F4 E-4 D4 ||| E4 ||| 0.2499725033
C5 B4 A4 ||| <UNK> ||| 2.32555543566e-07
C5 B4 A4 ||| G4 ||| 0.232555776122
C5 B4 A4 ||| F#4 ||| 0.0465113412687
C5 B4 A4 ||| B4 ||| 0.441855765331
C5 B4 A4 ||| A4 ||| 0.116278004339
C5 B4 A4 ||| D5 ||| 0.0232557869121
C5 B4 A4 ||| G#4 ||| 0.139533558695
C4 B-3 A3 ||| F3 ||| 0.0999981000456
C4 B-3 A3 ||| G3 ||| 0.149996900074
C4 B-3 A3 ||| F4 ||| 0.0499993000168
C4 B-3 A3 ||| A3 ||| 0.0999981000456
C4 B-3 A3 ||| B3 ||| 0.399990900218
C4 B-3 A3 ||| E4 ||| 0.0499993000168
C4 B-3 A3 ||| <UNK> ||| 4.99988000288e-07
C4 B-3 A3 ||| C4 ||| 0.149996900074
B3 BAR G3 G3 BAR ||| A3 ||| 0.999530225492
B3 BAR G3 G3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR B4 A4 G#4 ||| <UNK> ||| 3.33280008532e-06
BAR B4 A4 G#4 ||| G#4 ||| 0.333283341332
BAR B4 A4 G#4 ||| A4 ||| 0.666563349864
B3 G4 D4 BAR ||| E4 ||| 0.999765056386
B3 G4 D4 BAR ||| <UNK> ||| 4.99880028793e-06
BAR E5 E5 G4 BAR ||| D5 ||| 0.999765056386
BAR E5 E5 G4 BAR ||| <UNK> ||| 4.99880028793e-06
BAR G4 E5 BAR D5 ||| C5 ||| 0.999530225492
BAR G4 E5 BAR D5 ||| <UNK> ||| 9.99520230289e-06
D#4 E4 BAR D#4 ||| E4 ||| 0.999765056386
D#4 E4 BAR D#4 ||| <UNK> ||| 4.99880028793e-06
E5 BAR E5 R ||| E5 ||| 0.999765056386
E5 BAR E5 R ||| <UNK> ||| 4.99880028793e-06
BAR G4 G4 BAR E4 ||| F4 ||| 0.999530225492
BAR G4 G4 BAR E4 ||| <UNK> ||| 9.99520230289e-06
E4 BAR A3 A3 ||| <UNK> ||| 9.99520230289e-06
E4 BAR A3 A3 ||| B3 ||| 0.999530225492
B4 BAR G4 G4 BAR ||| <UNK> ||| 2.499700036e-06
B4 BAR G4 G4 BAR ||| G4 ||| 0.2499725033
B4 BAR G4 G4 BAR ||| C5 ||| 0.2499725033
B4 BAR G4 G4 BAR ||| D5 ||| 0.499942506899
E4 F#4 D4 ||| E4 ||| 0.999843358396
E4 F#4 D4 ||| <UNK> ||| 3.33280008532e-06
F#4 BAR B3 C4 ||| D4 ||| 0.999530225492
F#4 BAR B3 C4 ||| <UNK> ||| 9.99520230289e-06
BAR B4 C#5 D5 ||| A4 ||| 0.999530225492
BAR B4 C#5 D5 ||| <UNK> ||| 9.99520230289e-06
BAR E5 E5 C5 BAR ||| C5 ||| 0.999765056386
BAR E5 E5 C5 BAR ||| <UNK> ||| 4.99880028793e-06
C5 G4 F4 ||| E4 ||| 0.499885027593
C5 G4 F4 ||| <UNK> ||| 4.99880028793e-06
C5 G4 F4 ||| C4 ||| 0.499885027593
