3
A#2 B2 E3 BAR ||| B2 ||| 0.999530225492
R A3 BAR B3 ||| C#4 ||| 0.999530225492
R A3 BAR B3 ||| <UNK> ||| 9.99520230289e-06
A3 BAR D3 C3 ||| B2 ||| 0.999530225492
A3 BAR D3 C3 ||| <UNK> ||| 9.99520230289e-06
BAR A3 G3 A3 ||| C#4 ||| 0.199982801651
BAR A3 G3 A3 ||| <UNK> ||| 1.99980801843e-06
BAR A3 G3 A3 ||| B3 ||| 0.79992520718
BAR E3 A2 F#3 ||| G3 ||| 0.999530225492
BAR E3 A2 F#3 ||| <UNK> ||| 9.99520230289e-06
BAR E4 BAR ||| A4 ||| 0.999530225492
BAR E4 BAR ||| <UNK> ||| 9.99520230289e-06
C3 B2 E3 BAR ||| F3 ||| 0.999530225492
C3 B2 E3 BAR ||| <UNK> ||| 9.99520230289e-06
F#3 BAR G3 F#3 ||| G#3 ||| 0.599944405337
F#3 BAR G3 F#3 ||| E3 ||| 0.399963603494
F#3 BAR G3 F#3 ||| <UNK> ||| 1.99980801843e-06
E3 BAR C3 BAR A2 ||| B2 ||| 0.999530225492
E3 BAR C3 BAR A2 ||| <UNK> ||| 9.99520230289e-06
F3 BAR G3 F#3 BAR ||| G3 ||| 0.999530225492
F3 BAR G3 F#3 BAR ||| <UNK> ||| 9.99520230289e-06
B3 F#3 G3 ||| A3 ||| 0.999530225492
B3 F#3 G3 ||| <UNK> ||| 9.99520230289e-06
D3 BAR C3 C3 ||| E3 ||| 0.499885027593
D3 BAR C3 C3 ||| B2 ||| 0.499885027593
D3 BAR C3 C3 ||| <UNK> ||| 4.99880028793e-06
F4 D4 BAR G3 ||| A3 ||| 0.999530225492
F4 D4 BAR G3 ||| <UNK> ||| 9.99520230289e-06
E3 D3 BAR G#3 ||| E3 ||| 0.999530225492
E3 D3 BAR G#3 ||| <UNK> ||| 9.99520230289e-06
BAR A2 A3 B3 BAR ||| <UNK> ||| 3.33280008532e-06
BAR A2 A3 B3 BAR ||| C4 ||| 0.999843358396
G3 A3 G3 BAR ||| A3 ||| 0.142848776084
G3 A3 G3 BAR ||| F#3 ||| 0.142848776084
G3 A3 G3 BAR ||| F3 ||| 0.714238166526
G3 A3 G3 BAR ||| <UNK> ||| 1.4284734761e-06
E3 B3 BAR C4 ||| <UNK> ||| 4.99880028793e-06
E3 B3 BAR C4 ||| B3 ||| 0.999765056386
BAR E3 A3 G3 BAR ||| F#3 ||| 0.2499725033
BAR E3 A3 G3 BAR ||| F3 ||| 0.749912510499
BAR E3 A3 G3 BAR ||| <UNK> ||| 2.499700036e-06
BAR A2 BAR ||| A3 ||| 0.799975067465
BAR A2 BAR ||| A2 ||| 0.0666652000469
BAR A2 BAR ||| E3 ||| 0.133329733449
BAR A2 BAR ||| <UNK> ||| 6.66645334016e-07
G2 C2 C3 BAR ||| F#2 ||| 0.999530225492
G2 C2 C3 BAR ||| <UNK> ||| 9.99520230289e-06
E3 BAR A3 B3 BAR ||| <UNK> ||| 9.99520230289e-06
E3 BAR A3 B3 BAR ||| C4 ||| 0.999530225492
B3 C4 F4 ||| E4 ||| 0.999882514098
B3 C4 F4 ||| <UNK> ||| 2.499700036e-06
D#4 E4 A3 BAR ||| <UNK> ||| 4.99880028793e-06
D#4 E4 A3 BAR ||| B3 ||| 0.999765056386
BAR A3 BAR A4 G#4 ||| A4 ||| 0.999906009023
BAR A3 BAR A4 G#4 ||| <UNK> ||| 1.99980801843e-06
B3 E3 D4 ||| <UNK> ||| 3.33280008532e-06
B3 E3 D4 ||| C4 ||| 0.999843358396
A3 BAR E3 BAR F3 ||| D3 ||| 0.999530225492
A3 BAR E3 BAR F3 ||| <UNK> ||| 9.99520230289e-06
BAR F4 R E4 ||| D4 ||| 0.999530225492
BAR F4 R E4 ||| <UNK> ||| 9.99520230289e-06
D3 G2 G#3 BAR ||| A3 ||| 0.999530225492
D3 G2 G#3 BAR ||| <UNK> ||| 9.99520230289e-06
B-4 C#4 D4 BAR ||| G3 ||| 0.999530225492
B-4 C#4 D4 BAR ||| <UNK> ||| 9.99520230289e-06
E3 BAR E3 C3 ||| B2 ||| 0.999530225492
E3 BAR E3 C3 ||| <UNK> ||| 9.99520230289e-06
E4 E3 A3 ||| R ||| 0.666563349864
E4 E3 A3 ||| G3 ||| 0.333283341332
E4 E3 A3 ||| <UNK> ||| 3.33280008532e-06
G2 G3 C#3 BAR ||| D3 ||| 0.999530225492
G2 G3 C#3 BAR ||| <UNK> ||| 9.99520230289e-06
A2 B2 G2 ||| C3 ||| 0.999765056386
A2 B2 G2 ||| <UNK> ||| 4.99880028793e-06
BAR A2 A3 BAR E3 ||| F3 ||| 0.499885027593
BAR A2 A3 BAR E3 ||| D3 ||| 0.499885027593
BAR A2 A3 BAR E3 ||| <UNK> ||| 4.99880028793e-06
BAR R D4 E4 ||| F4 ||| 0.999530225492
BAR R D4 E4 ||| <UNK> ||| 9.99520230289e-06
G4 G3 A3 ||| A3 ||| 0.999530225492
G4 G3 A3 ||| <UNK> ||| 9.99520230289e-06
A2 E3 D3 BAR ||| C3 ||| 0.999843358396
A2 E3 D3 BAR ||| <UNK> ||| 3.33280008532e-06
A3 C4 E4 ||| D4 ||| 0.999530225492
A3 C4 E4 ||| <UNK> ||| 9.99520230289e-06
C5 B4 A4 ||| G4 ||| 0.571390818915
C5 B4 A4 ||| G#4 ||| 0.428543471305
C5 B4 A4 ||| <UNK> ||| 1.4284734761e-06
E3 D3 C#3 BAR ||| D3 ||| 0.999843358396
E3 D3 C#3 BAR ||| <UNK> ||| 3.33280008532e-06
G3 BAR A3 D3 BAR ||| D3 ||| 0.999530225492
G3 BAR A3 D3 BAR ||| <UNK> ||| 9.99520230289e-06
C4 F4 BAR E4 ||| D4 ||| 0.499885027593
C4 F4 BAR E4 ||| G4 ||| 0.499885027593
C4 F4 BAR E4 ||| <UNK> ||| 4.99880028793e-06
F2 E2 F2 ||| D2 ||| 0.999530225492
F2 E2 F2 ||| <UNK> ||| 9.99520230289e-06
E4 BAR A3 A3 ||| END ||| 0.999530225492
E4 BAR A3 A3 ||| <UNK> ||| 9.99520230289e-06
BAR E3 BAR F3 G3 ||| A3 ||| 0.499885027593
BAR E3 BAR F3 G3 ||| A2 ||| 0.499885027593
BAR E3 BAR F3 G3 ||| <UNK> ||| 4.99880028793e-06
BAR E3 C3 A3 ||| G3 ||| 0.999530225492
BAR E3 C3 A3 ||| <UNK> ||| 9.99520230289e-06
A3 D#3 E3 ||| G#3 ||| 0.999530225492
A3 D#3 E3 ||| <UNK> ||| 9.99520230289e-06
F#4 BAR B3 C4 ||| D4 ||| 0.999530225492
F#4 BAR B3 C4 ||| <UNK> ||| 9.99520230289e-06
F3 E3 D#3 ||| E3 ||| 0.999906009023
F3 E3 D#3 ||| <UNK> ||| 1.99980801843e-06
B2 A2 BAR E3 ||| <UNK> ||| 9.99952002304e-07
B2 A2 BAR E3 ||| A3 ||| 0.0999962001824
B2 A2 BAR E3 ||| R ||| 0.0999962001824
B2 A2 BAR E3 ||| E2 ||| 0.0999962001824
B2 A2 BAR E3 ||| A2 ||| 0.0999962001824
B2 A2 BAR E3 ||| E3 ||| 0.499977001104
B2 A2 BAR E3 ||| C4 ||| 0.0999962001824
B3 C4 D4 ||| G3 ||| 0.0222222074076
B3 C4 D4 ||| A3 ||| 0.0222222074076
B3 C4 D4 ||| B3 ||| 0.0444441925953
B3 C4 D4 ||| E4 ||| 0.822213674165
B3 C4 D4 ||| <UNK> ||| 2.22219851877e-07
B3 C4 D4 ||| D3 ||| 0.0222222074076
B3 C4 D4 ||| C4 ||| 0.066666177783
BAR B3 C4 B3 ||| A3 ||| 0.999882514098
BAR B3 C4 B3 ||| <UNK> ||| 2.499700036e-06
F3 G#2 BAR A2 ||| B2 ||| 0.999530225492
F3 G#2 BAR A2 ||| <UNK> ||| 9.99520230289e-06
BAR B2 C3 B2 ||| A2 ||| 0.999530225492
BAR B2 C3 B2 ||| <UNK> ||| 9.99520230289e-06
BAR B3 E3 G#3 BAR ||| A3 ||| 0.999765056386
BAR B3 E3 G#3 BAR ||| <UNK> ||| 4.99880028793e-06
G#2 A2 C3 ||| E3 ||| 0.999530225492
G#2 A2 C3 ||| <UNK> ||| 9.99520230289e-06
C4 F#3 G#3 BAR ||| A3 ||| 0.999906009023
C4 F#3 G#3 BAR ||| <UNK> ||| 1.99980801843e-06
F3 BAR E3 A3 ||| D4 ||| 0.999530225492
F3 BAR E3 A3 ||| <UNK> ||| 9.99520230289e-06
BAR D3 C3 B2 ||| C3 ||| 0.499942506899
BAR D3 C3 B2 ||| G2 ||| 0.499942506899
BAR D3 C3 B2 ||| <UNK> ||| 2.499700036e-06
A2 B2 C3 BAR ||| C3 ||| 0.2499725033
A2 B2 C3 BAR ||| F2 ||| 0.499942506899
A2 B2 C3 BAR ||| G#3 ||| 0.2499725033
A2 B2 C3 BAR ||| <UNK> ||| 2.499700036e-06
G4 C4 E4 ||| F#4 ||| 0.999530225492
G4 C4 E4 ||| <UNK> ||| 9.99520230289e-06
F4 E4 F4 BAR ||| G4 ||| 0.999530225492
F4 E4 F4 BAR ||| <UNK> ||| 9.99520230289e-06
D3 F3 E3 ||| D3 ||| 0.999530225492
D3 F3 E3 ||| <UNK> ||| 9.99520230289e-06
G#4 BAR A4 G4 ||| F4 ||| 0.999530225492
G#4 BAR A4 G4 ||| <UNK> ||| 9.99520230289e-06
BAR E3 G3 A3 ||| <UNK> ||| 9.99520230289e-06
BAR E3 G3 A3 ||| B3 ||| 0.999530225492
E3 F3 C3 ||| D3 ||| 0.999530225492
E3 F3 C3 ||| <UNK> ||| 9.99520230289e-06
A2 G#2 A2 BAR ||| D3 ||| 0.999921672933
A2 G#2 A2 BAR ||| <UNK> ||| 1.666533344e-06
C4 E3 C3 ||| F3 ||| 0.999530225492
C4 E3 C3 ||| <UNK> ||| 9.99520230289e-06
BAR A4 E4 A3 ||| A4 ||| 0.999530225492
BAR A4 E4 A3 ||| <UNK> ||| 9.99520230289e-06
A2 A3 G3 BAR ||| F#3 ||| 0.333308335333
A2 A3 G3 BAR ||| F3 ||| 0.666615004133
A2 A3 G3 BAR ||| <UNK> ||| 1.666533344e-06
BAR B2 E3 C3 ||| A2 ||| 0.999530225492
BAR B2 E3 C3 ||| <UNK> ||| 9.99520230289e-06
D4 C4 A3 ||| E4 ||| 0.999765056386
D4 C4 A3 ||| <UNK> ||| 4.99880028793e-06
D3 BAR C3 G#2 ||| A2 ||| 0.999530225492
D3 BAR C3 G#2 ||| <UNK> ||| 9.99520230289e-06
E3 F3 E3 BAR ||| B2 ||| 0.0714268367942
E3 F3 E3 BAR ||| <UNK> ||| 7.14261225329e-07
E3 F3 E3 BAR ||| D3 ||| 0.785688062124
E3 F3 E3 BAR ||| C#3 ||| 0.0714268367942
E3 F3 E3 BAR ||| D#3 ||| 0.0714268367942
E3 F3 BAR R ||| E3 ||| 0.999530225492
E3 F3 BAR R ||| <UNK> ||| 9.99520230289e-06
D3 E3 F#3 BAR ||| G#3 ||| 0.285696123694
D3 E3 F#3 BAR ||| G3 ||| 0.714238166526
D3 E3 F#3 BAR ||| <UNK> ||| 1.4284734761e-06
BAR D3 C3 ||| B2 ||| 0.999530225492
BAR D3 C3 ||| <UNK> ||| 9.99520230289e-06
B3 BAR E3 R ||| A3 ||| 0.499885027593
B3 BAR E3 R ||| E3 ||| 0.499885027593
B3 BAR E3 R ||| <UNK> ||| 4.99880028793e-06
F4 E4 E4 ||| D4 ||| 0.999882514098
F4 E4 E4 ||| <UNK> ||| 2.499700036e-06
BAR A3 BAR ||| G3 ||| 0.0238094897963
BAR A3 BAR ||| G#3 ||| 0.166665000019
BAR A3 BAR ||| A3 ||| 0.23809275513
BAR A3 BAR ||| A2 ||| 0.0238094897963
BAR A3 BAR ||| A4 ||| 0.119046496611
BAR A3 BAR ||| B3 ||| 0.119046496611
BAR A3 BAR ||| C3 ||| 0.0238094897963
BAR A3 BAR ||| D4 ||| 0.0714279932039
BAR A3 BAR ||| <UNK> ||| 2.38092517038e-07
BAR A3 BAR ||| D3 ||| 0.0714279932039
BAR A3 BAR ||| E3 ||| 0.119046496611
BAR A3 BAR ||| C4 ||| 0.0238094897963
D3 A3 A2 BAR ||| B2 ||| 0.999530225492
D3 A3 A2 BAR ||| <UNK> ||| 9.99520230289e-06
G3 C3 C3 BAR ||| F3 ||| 0.333308335333
G3 C3 C3 BAR ||| G3 ||| 0.166655000933
G3 C3 C3 BAR ||| B2 ||| 0.166655000933
G3 C3 C3 BAR ||| C4 ||| 0.166655000933
G3 C3 C3 BAR ||| D3 ||| 0.166655000933
G3 C3 C3 BAR ||| <UNK> ||| 1.666533344e-06
F#4 G4 BAR C#4 ||| D4 ||| 0.999530225492
F#4 G4 BAR C#4 ||| <UNK> ||| 9.99520230289e-06
BAR B3 BAR E3 ||| E4 ||| 0.999530225492
BAR B3 BAR E3 ||| <UNK> ||| 9.99520230289e-06
G3 C4 B-3 BAR ||| A3 ||| 0.999530225492
G3 C4 B-3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR A2 BAR A3 D3 ||| E3 ||| 0.999530225492
BAR A2 BAR A3 D3 ||| <UNK> ||| 9.99520230289e-06
B3 BAR C4 F3 ||| G3 ||| 0.999765056386
B3 BAR C4 F3 ||| <UNK> ||| 4.99880028793e-06
A3 D4 E4 BAR ||| A3 ||| 0.666563349864
A3 D4 E4 BAR ||| F4 ||| 0.333283341332
A3 D4 E4 BAR ||| <UNK> ||| 3.33280008532e-06
A3 BAR E3 BAR C4 ||| G#3 ||| 0.999530225492
A3 BAR E3 BAR C4 ||| <UNK> ||| 9.99520230289e-06
C3 G#3 BAR A3 ||| <UNK> ||| 1.99980801843e-06
C3 G#3 BAR A3 ||| A2 ||| 0.399963603494
C3 G#3 BAR A3 ||| G3 ||| 0.199982801651
C3 G#3 BAR A3 ||| D3 ||| 0.199982801651
C3 G#3 BAR A3 ||| B3 ||| 0.199982801651
G3 BAR C3 C3 ||| <UNK> ||| 4.99880028793e-06
G3 BAR C3 C3 ||| B3 ||| 0.999765056386
BAR A3 F3 E3 BAR ||| D3 ||| 0.999530225492
BAR A3 F3 E3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR C3 BAR A2 B2 ||| C3 ||| 0.999530225492
BAR C3 BAR A2 B2 ||| <UNK> ||| 9.99520230289e-06
C4 BAR C5 B-4 ||| A4 ||| 0.999765056386
C4 BAR C5 B-4 ||| <UNK> ||| 4.99880028793e-06
D#3 E3 G#3 BAR ||| A3 ||| 0.999765056386
D#3 E3 G#3 BAR ||| <UNK> ||| 4.99880028793e-06
E3 C3 A2 ||| E3 ||| 0.999530225492
E3 C3 A2 ||| <UNK> ||| 9.99520230289e-06
D2 BAR E2 A2 ||| END ||| 0.999530225492
D2 BAR E2 A2 ||| <UNK> ||| 9.99520230289e-06
G3 BAR C3 G#3 BAR ||| A3 ||| 0.999530225492
G3 BAR C3 G#3 BAR ||| <UNK> ||| 9.99520230289e-06
BAR D4 B-3 F#3 ||| F#3 ||| 0.999530225492
BAR D4 B-3 F#3 ||| <UNK> ||| 9.99520230289e-06
E3 BAR D3 C3 ||| B-2 ||| 0.199982801651
E3 BAR D3 C3 ||| C3 ||| 0.199982801651
E3 BAR D3 C3 ||| D3 ||| 0.199982801651
E3 BAR D3 C3 ||| B2 ||| 0.399963603494
E3 BAR D3 C3 ||| <UNK> ||| 1.99980801843e-06
F3 E3 BAR F3 ||| F#3 ||| 0.499885027593
F3 E3 BAR F3 ||| D3 ||| 0.499885027593
F3 E3 BAR F3 ||| <UNK> ||| 4.99880028793e-06
F4 G4 G3 BAR ||| <UNK> ||| 1.99980801843e-06
F4 G4 G3 BAR ||| C4 ||| 0.999906009023
C4 A3 BAR D3 ||| E3 ||| 0.999882514098
C4 A3 BAR D3 ||| <UNK> ||| 2.499700036e-06
D4 G4 F#4 ||| E4 ||| 0.999530225492
D4 G4 F#4 ||| <UNK> ||| 9.99520230289e-06
BAR C3 G#3 BAR A3 ||| A3 ||| 0.499885027593
BAR C3 G#3 BAR A3 ||| G3 ||| 0.499885027593
BAR C3 G#3 BAR A3 ||| <UNK> ||| 4.99880028793e-06
BAR C#4 BAR D4 D#4 ||| E4 ||| 0.999530225492
BAR C#4 BAR D4 D#4 ||| <UNK> ||| 9.99520230289e-06
E4 BAR A3 A3 BAR ||| D4 ||| 0.499885027593
E4 BAR A3 A3 BAR ||| A4 ||| 0.499885027593
E4 BAR A3 A3 BAR ||| <UNK> ||| 4.99880028793e-06
G4 BAR F4 E4 ||| D4 ||| 0.999957274592
G4 BAR F4 E4 ||| <UNK> ||| 9.090512414e-07
F#3 G3 E3 ||| C3 ||| 0.999530225492
F#3 G3 E3 ||| <UNK> ||| 9.99520230289e-06
G3 C4 BAR G3 ||| A3 ||| 0.999530225492
G3 C4 BAR G3 ||| <UNK> ||| 9.99520230289e-06
C3 D3 E3 ||| F3 ||| 0.499994250069
C3 D3 E3 ||| A3 ||| 0.0749993500078
C3 D3 E3 ||| A2 ||| 0.0749993500078
C3 D3 E3 ||| F#3 ||| 0.124998750015
C3 D3 E3 ||| C3 ||| 0.0999990500114
C3 D3 E3 ||| D3 ||| 0.124998750015
C3 D3 E3 ||| <UNK> ||| 2.49997000036e-07
G3 BAR A2 B2 ||| C3 ||| 0.999530225492
G3 BAR A2 B2 ||| <UNK> ||| 9.99520230289e-06
R A2 BAR B2 ||| C3 ||| 0.999765056386
R A2 BAR B2 ||| <UNK> ||| 4.99880028793e-06
E3 A3 A3 ||| G3 ||| 0.499961669733
E3 A3 A3 ||| <UNK> ||| 1.666533344e-06
E3 A3 A3 ||| END ||| 0.166655000933
E3 A3 A3 ||| B3 ||| 0.333308335333
BAR D4 C4 B-3 ||| A3 ||| 0.999530225492
BAR D4 C4 B-3 ||| <UNK> ||| 9.99520230289e-06
A3 D4 BAR G4 ||| F#4 ||| 0.999530225492
A3 D4 BAR G4 ||| <UNK> ||| 9.99520230289e-06
A3 C5 BAR C5 ||| B4 ||| 0.999530225492
A3 C5 BAR C5 ||| <UNK> ||| 9.99520230289e-06
B3 BAR A3 B3 ||| C#4 ||| 0.124997916708
B3 BAR A3 B3 ||| A3 ||| 0.124997916708
B3 BAR A3 B3 ||| <UNK> ||| 4.166583335e-07
B3 BAR A3 B3 ||| E3 ||| 0.124997916708
B3 BAR A3 B3 ||| C4 ||| 0.624987916908
D3 D4 D4 ||| <UNK> ||| 9.99520230289e-06
D3 D4 D4 ||| B3 ||| 0.999530225492
C4 BAR A3 F#3 ||| D3 ||| 0.999530225492
C4 BAR A3 F#3 ||| <UNK> ||| 9.99520230289e-06
E3 E3 D#3 BAR ||| E3 ||| 0.999530225492
E3 E3 D#3 BAR ||| <UNK> ||| 9.99520230289e-06
C4 E3 BAR F#3 ||| G#3 ||| 0.333283341332
C4 E3 BAR F#3 ||| E3 ||| 0.666563349864
C4 E3 BAR F#3 ||| <UNK> ||| 3.33280008532e-06
BAR B3 C4 C#4 ||| D4 ||| 0.999765056386
BAR B3 C4 C#4 ||| <UNK> ||| 4.99880028793e-06
E3 BAR F#3 G#3 ||| A3 ||| 0.999921672933
E3 BAR F#3 G#3 ||| <UNK> ||| 1.666533344e-06
BAR E4 D4 D4 ||| <UNK> ||| 9.99520230289e-06
BAR E4 D4 D4 ||| C4 ||| 0.999530225492
D#4 E4 BAR A3 ||| A3 ||| 0.499885027593
D#4 E4 BAR A3 ||| END ||| 0.499885027593
D#4 E4 BAR A3 ||| <UNK> ||| 4.99880028793e-06
D3 BAR E3 BAR E3 ||| F#3 ||| 0.499885027593
D3 BAR E3 BAR E3 ||| E3 ||| 0.499885027593
D3 BAR E3 BAR E3 ||| <UNK> ||| 4.99880028793e-06
G3 C3 BAR B3 ||| A3 ||| 0.999530225492
G3 C3 BAR B3 ||| <UNK> ||| 9.99520230289e-06
BAR G#3 A3 E3 ||| F3 ||| 0.0999962001824
BAR G#3 A3 E3 ||| A3 ||| 0.499977001104
BAR G#3 A3 E3 ||| A2 ||| 0.0999962001824
BAR G#3 A3 E3 ||| D3 ||| 0.199991400413
BAR G#3 A3 E3 ||| E3 ||| 0.0999962001824
BAR G#3 A3 E3 ||| <UNK> ||| 9.99952002304e-07
E2 BAR E3 F3 ||| E3 ||| 0.999530225492
E2 BAR E3 F3 ||| <UNK> ||| 9.99520230289e-06
A3 E3 BAR F3 ||| G3 ||| 0.285696123694
A3 E3 BAR F3 ||| R ||| 0.142848776084
A3 E3 BAR F3 ||| C3 ||| 0.142848776084
A3 E3 BAR F3 ||| D3 ||| 0.285696123694
A3 E3 BAR F3 ||| E3 ||| 0.142848776084
A3 E3 BAR F3 ||| <UNK> ||| 1.4284734761e-06
BAR R A3 ||| <UNK> ||| 3.33280008532e-06
BAR R A3 ||| C4 ||| 0.333283341332
BAR R A3 ||| G3 ||| 0.333283341332
BAR R A3 ||| B3 ||| 0.333283341332
B2 C3 D3 ||| <UNK> ||| 3.33328000085e-07
B2 C3 D3 ||| G2 ||| 0.0666659333451
B2 C3 D3 ||| B2 ||| 0.0333331333365
B2 C3 D3 ||| E3 ||| 0.899985933558
C4 BAR F#4 G4 ||| <UNK> ||| 4.99880028793e-06
C4 BAR F#4 G4 ||| C4 ||| 0.999765056386
B3 C4 G3 ||| A3 ||| 0.714238166526
B3 C4 G3 ||| G#3 ||| 0.142848776084
B3 C4 G3 ||| E3 ||| 0.142848776084
B3 C4 G3 ||| <UNK> ||| 1.4284734761e-06
F3 B-3 A3 ||| G3 ||| 0.999765056386
F3 B-3 A3 ||| <UNK> ||| 4.99880028793e-06
F#3 E3 B3 BAR ||| <UNK> ||| 9.99520230289e-06
F#3 E3 B3 BAR ||| C4 ||| 0.999530225492
A3 E4 E3 BAR ||| A3 ||| 0.999765056386
A3 E4 E3 BAR ||| <UNK> ||| 4.99880028793e-06
G3 BAR C3 BAR G3 ||| A3 ||| 0.999530225492
G3 BAR C3 BAR G3 ||| <UNK> ||| 9.99520230289e-06
C3 C#3 BAR D3 ||| A2 ||| 0.333283341332
C3 C#3 BAR D3 ||| E3 ||| 0.666563349864
C3 C#3 BAR D3 ||| <UNK> ||| 3.33280008532e-06
D3 BAR D3 C3 ||| F3 ||| 0.749912510499
D3 BAR D3 C3 ||| B2 ||| 0.2499725033
D3 BAR D3 C3 ||| <UNK> ||| 2.499700036e-06
BAR A2 A2 BAR B2 ||| C3 ||| 0.999530225492
BAR A2 A2 BAR B2 ||| <UNK> ||| 9.99520230289e-06
A2 G2 BAR A2 ||| B2 ||| 0.999530225492
A2 G2 BAR A2 ||| <UNK> ||| 9.99520230289e-06
G3 F#3 E3 BAR ||| F3 ||| 0.0833308334333
G3 F#3 E3 BAR ||| A3 ||| 0.0833308334333
G3 F#3 E3 BAR ||| B3 ||| 0.4999808341
G3 F#3 E3 BAR ||| D#3 ||| 0.166660833567
G3 F#3 E3 BAR ||| E3 ||| 0.166660833567
G3 F#3 E3 BAR ||| <UNK> ||| 8.33300001333e-07
F#3 G#3 BAR A3 ||| F3 ||| 0.0666659333451
F#3 G#3 BAR A3 ||| G3 ||| 0.0666659333451
F#3 G#3 BAR A3 ||| A2 ||| 0.0333331333365
F#3 G#3 BAR A3 ||| B3 ||| 0.299995533405
F#3 G#3 BAR A3 ||| C3 ||| 0.0666659333451
F#3 G#3 BAR A3 ||| <UNK> ||| 3.33328000085e-07
F#3 G#3 BAR A3 ||| D3 ||| 0.0999987333536
F#3 G#3 BAR A3 ||| E3 ||| 0.333328333413
F#3 G#3 BAR A3 ||| C4 ||| 0.0333331333365
BAR D3 A2 D2 BAR ||| E3 ||| 0.999530225492
BAR D3 A2 D2 BAR ||| <UNK> ||| 9.99520230289e-06
C4 BAR F#3 G3 ||| C3 ||| 0.333308335333
C4 BAR F#3 G3 ||| A3 ||| 0.333308335333
C4 BAR F#3 G3 ||| D#3 ||| 0.333308335333
C4 BAR F#3 G3 ||| <UNK> ||| 1.666533344e-06
C#3 BAR D3 D4 ||| <UNK> ||| 9.99520230289e-06
C#3 BAR D3 D4 ||| C4 ||| 0.999530225492
E4 C4 BAR F4 ||| D4 ||| 0.999765056386
E4 C4 BAR F4 ||| <UNK> ||| 4.99880028793e-06
BAR F3 G3 C3 ||| F3 ||| 0.0555546296543
BAR F3 G3 C3 ||| END ||| 0.0555546296543
BAR F3 G3 C3 ||| A3 ||| 0.277770926109
BAR F3 G3 C3 ||| G#3 ||| 0.0555546296543
BAR F3 G3 C3 ||| A2 ||| 0.111108703768
BAR F3 G3 C3 ||| <UNK> ||| 5.55540741136e-07
BAR F3 G3 C3 ||| D3 ||| 0.0555546296543
BAR F3 G3 C3 ||| E3 ||| 0.0555546296543
BAR F3 G3 C3 ||| C4 ||| 0.333325000222
B3 E4 BAR A3 BAR ||| A3 ||| 0.999765056386
B3 E4 BAR A3 BAR ||| <UNK> ||| 4.99880028793e-06
G4 A4 BAR D4 ||| E4 ||| 0.999765056386
G4 A4 BAR D4 ||| <UNK> ||| 4.99880028793e-06
BAR D4 D4 C4 ||| <UNK> ||| 9.99520230289e-06
BAR D4 D4 C4 ||| B3 ||| 0.999530225492
A3 F3 D#3 ||| E3 ||| 0.999530225492
A3 F3 D#3 ||| <UNK> ||| 9.99520230289e-06
F3 G3 G3 BAR ||| C3 ||| 0.999530225492
F3 G3 G3 BAR ||| <UNK> ||| 9.99520230289e-06
D#3 E3 A2 BAR ||| D3 ||| 0.999882514098
D#3 E3 A2 BAR ||| <UNK> ||| 2.499700036e-06
B3 A3 B3 BAR ||| <UNK> ||| 1.666533344e-06
B3 A3 B3 BAR ||| E3 ||| 0.499961669733
B3 A3 B3 BAR ||| C4 ||| 0.499961669733
B3 A3 E4 ||| END ||| 0.499942506899
B3 A3 E4 ||| E3 ||| 0.499942506899
B3 A3 E4 ||| <UNK> ||| 2.499700036e-06
BAR C4 C4 E4 BAR ||| D4 ||| 0.999530225492
BAR C4 C4 E4 BAR ||| <UNK> ||| 9.99520230289e-06
BAR E3 F3 BAR F#3 ||| G3 ||| 0.999530225492
BAR E3 F3 BAR F#3 ||| <UNK> ||| 9.99520230289e-06
BAR G#3 E3 A3 BAR ||| F#3 ||| 0.499885027593
BAR G#3 E3 A3 BAR ||| E3 ||| 0.499885027593
BAR G#3 E3 A3 BAR ||| <UNK> ||| 4.99880028793e-06
D#3 E3 E2 BAR ||| C3 ||| 0.333283341332
D#3 E3 E2 BAR ||| A2 ||| 0.666563349864
D#3 E3 E2 BAR ||| <UNK> ||| 3.33280008532e-06
BAR R G2 D3 ||| A2 ||| 0.999530225492
BAR R G2 D3 ||| <UNK> ||| 9.99520230289e-06
A3 BAR D#3 E3 ||| F#3 ||| 0.142848776084
A3 BAR D#3 E3 ||| E-3 ||| 0.142848776084
A3 BAR D#3 E3 ||| A3 ||| 0.142848776084
A3 BAR D#3 E3 ||| A2 ||| 0.285696123694
A3 BAR D#3 E3 ||| B2 ||| 0.142848776084
A3 BAR D#3 E3 ||| B3 ||| 0.142848776084
A3 BAR D#3 E3 ||| <UNK> ||| 1.4284734761e-06
A2 BAR E3 C4 ||| <UNK> ||| 9.99520230289e-06
A2 BAR E3 C4 ||| B3 ||| 0.999530225492
E3 D3 C#3 ||| A2 ||| 0.199982801651
E3 D3 C#3 ||| D3 ||| 0.79992520718
E3 D3 C#3 ||| <UNK> ||| 1.99980801843e-06
F#3 BAR E3 G3 ||| A3 ||| 0.999530225492
F#3 BAR E3 G3 ||| <UNK> ||| 9.99520230289e-06
BAR E3 A3 D4 ||| D3 ||| 0.999530225492
BAR E3 A3 D4 ||| <UNK> ||| 9.99520230289e-06
D2 BAR D2 C#2 ||| <UNK> ||| 9.99520230289e-06
D2 BAR D2 C#2 ||| E2 ||| 0.999530225492
